V1,V2,V3,V4,V5,V6,V7
49.3043575463586,48.9774112976183,1456.06397891525,102.970945512968,78.1531920366863,110.973387119069,115.587722173046
48.9299326848635,48.7823429867033,1533.43212380448,102.800905294087,77.4986797731336,114.113684206496,111.626049300902
48.149286182224,48.2189112163407,1402.79949138788,102.75723890106,76.557713413955,103.975125583411,119.864896587986
54.7095222214652,49.3167518860874,1465.83795565408,103.163557819175,78.8764636613707,111.632612173444,112.547563254555
54.6781776488777,48.7939962176061,1505.96559476758,102.904620081376,77.8679770383594,112.490342303333,104.766052681507
47.5754948146875,47.7263109861707,1393.87682389813,102.803428930553,76.85199782413,122.050996221054,119.024758392725
48.2428533308712,48.1901770070351,1512.9386151439,102.867808630631,77.2047905486134,108.432757805964,120.910152740576
53.932043886388,49.5550596199141,1406.37508972891,102.924678091941,77.8194695165812,111.647375242136,112.631211806478
49.1172860124083,49.231561647874,1365.35638266836,102.883461349326,77.2989922880277,112.519521917619,112.956010321119
49.0667227488709,49.0857464098464,1345.90176715774,103.053837529293,78.9431309175357,119.211898559226,107.564869921554
48.0749849866339,48.2269539670566,1428.17237325416,102.968960743047,77.5006915822025,104.258834278097,113.888410763363
56.9434572148751,48.9997639609188,1887.56906456448,103.175189326677,79.4409531907032,103.708300057756,106.759414084241
48.2403310178708,48.3695415918124,1540.94033225769,102.740627810403,77.3489934851206,116.647471985395,115.366577417171
53.2995335083805,48.140701114225,1438.46126486266,102.800573301985,77.5574949803058,117.756419070522,109.138366494015
48.6143831993276,48.6118807374061,1497.52023677661,102.976918956902,78.6095390653487,119.101332446517,111.26927019773
48.1495488745696,48.2689382087458,1361.18139683886,102.854355604879,77.3383531461168,122.017687320502,109.576933192355
53.9100692393152,49.1015870792777,1329.90522848338,102.934375563435,77.3743429606839,102.646063697271,116.709867967696
48.6726442956623,48.7994900886851,1428.61548459669,103.029249843543,78.1841650663379,111.085441740485,116.141293105698
49.0093471338572,48.8488832551308,1280.11144888624,103.051788174097,77.6749649303682,106.626093624744,113.293131704689
48.9119451976738,48.7883221742164,1362.84653546703,102.858337181547,77.2293983496748,109.38025828876,113.071143543684
48.9812425270857,48.9808672151274,1460.74460278322,102.961841927267,78.1900882766694,110.983897816831,110.383028688353
55.7824647609676,49.0892740257269,1372.05875723481,103.121166029556,78.6138128623942,99.935615801006,117.601491661811
56.1778174845868,49.3399039060342,1298.11332180856,102.930802370643,77.6109313667775,136.874805919326,120.272939178582
48.9741977918603,48.9428353086736,1591.20612194409,102.901607661221,77.2617465297148,102.140129759966,113.392659292282
49.7431844919446,49.5590107503555,1386.51527686348,102.86505421429,77.3458097562407,115.205548029737,110.949495023355
48.8894730530264,48.8684528250535,1485.74092058194,102.952776586185,77.739333068594,102.903443870749,115.175346518149
47.9365219648924,47.9256550755847,1330.54982292551,102.785501028572,76.9391137070767,103.305205068043,117.713274028552
48.8128086818014,48.9393026792517,1465.39247123542,102.909844678313,77.9471346862873,95.6864407470288,113.468342464026
49.7003277437925,49.8214629437502,1428.73689297031,102.853629812903,77.2786182696796,107.128262847225,98.3857501132466
48.6380270816498,48.8399645197449,1627.26265411987,102.852616412157,77.6689068825982,114.832738712143,108.351817439092
48.6278553300516,48.7354769553648,1265.21438590055,102.874714467166,76.5625202104582,101.60980710954,99.9175013086594
58.0061451058518,49.8987181386361,1299.557705328,102.959674066498,77.3933231564472,116.13937471736,119.492339164183
49.5917885361749,49.6182260623199,1302.12224909383,102.915251186337,77.7245957200313,117.165026344823,114.81759647872
48.6912733223635,48.7342671866033,1456.42701857853,102.807107653532,77.1933251434898,111.375352244621,112.300705866399
49.5172426123674,49.3444533126788,1430.17911499987,102.944760002461,77.7676552689258,104.075720659495,110.058797535537
48.5221173362913,48.3798181750119,1458.82064800607,103.002242345208,78.2388991971938,93.7200177393982,118.410222467674
51.2752604453463,48.5405932179002,1558.07822840972,103.014526286754,77.9073023935305,96.546920513655,102.79236071499
54.259934702534,48.6765072327869,1456.90714958452,102.792313776188,77.1693262202981,115.848451548949,117.969341212499
48.9665814481401,48.9668903374878,1408.32069034617,102.824713007094,77.3486278393212,112.876765581285,111.256943192238
55.0655050486532,49.8967691205217,1331.73246101331,102.916881909579,77.7112127283475,112.274466889573,113.730831204665
49.2216582614172,49.2188666073259,1630.88073184296,103.027649828608,78.6123389728509,114.774543060001,111.606069076824
48.969278949849,48.9521813193615,1284.3100017606,102.836731598248,76.8031087304947,103.153462988527,108.289778298421
54.4407827856042,48.6602326739346,1372.89050289063,102.987452172893,77.6039629288338,99.4662934716495,121.681266881525
53.3685817779834,48.5519022501994,1657.06575940125,103.0725129166,78.4572926554568,110.50753894536,118.829127664427
53.9723254366088,49.0826778981876,1315.0400776194,103.084051321502,78.3335846593423,117.863192887258,109.255056315814
53.503584016549,48.5540297498471,1402.54617870895,102.829582279682,77.1785309725427,103.105271940163,102.813423356971
48.8776106699666,48.4756759792423,1375.72927765639,102.900493825672,77.5333612431303,97.714122755134,117.858868083142
48.7894417588295,48.7934042557886,1390.08697476863,102.720274860211,76.2970795549166,104.754905900684,111.93832042579
49.0358979367464,49.1083121586626,1581.29743233596,102.933206166158,79.1732205051947,119.334663301793,105.84030631392
48.3289547064731,48.5731082897579,1459.92677075111,102.847032287065,77.9149296580305,111.350618711666,109.089457194333
48.9946407111035,48.7251099275039,1370.378551121,103.082243063163,77.9301275354301,101.36384800664,102.795763852876
48.9924136978458,49.0894271528804,1396.02043740998,103.022697688609,78.6761382998508,109.691675385218,116.552101811527
55.6058556525154,49.9811806081592,1462.71078374536,102.870773222543,76.7231359367636,108.716980784314,120.699575685374
48.7281614844567,48.6401172984627,1361.98191049789,102.866657872914,77.2168265407183,115.434650638793,118.456398460483
48.7948528184839,48.7816249283515,1243.29381786272,102.703171643896,75.8621499209512,115.539979655007,114.360872276203
48.0964769378764,48.1427781830661,1443.15397809775,102.956708445731,77.9683130695468,101.297424709761,115.405839877658
48.0495149700178,48.1397124815631,1320.7770420417,102.972675572209,77.614677085051,115.779239563849,117.510181280422
48.4453483752008,48.3670325360839,1325.44488013701,102.788057400344,76.7301705069327,108.467408255357,117.302707631652
49.1365301034583,49.1996350974716,1496.89263630279,102.935103549382,77.9578073256818,107.37296435044,113.613402506812
48.1726590886353,48.2725064078847,1385.15216667477,103.064287446224,78.1126884283585,106.731988583115,108.911531945929
49.0666710245117,49.0883602255897,1395.78318973111,103.255721130074,79.3913352945149,108.284588760995,115.047157119852
48.929322157781,49.3239589526154,1467.83390195078,102.994891861106,78.1355158348163,113.195763674931,115.8448959676
50.2691670408252,50.0002665496512,1393.99310565278,103.011943336838,78.1614504337442,110.442780487796,118.067990091288
49.0458080159333,49.2180375005058,1383.97103009423,103.000787535108,77.6843778098206,105.136575237212,121.666704041859
54.4075675286989,49.1060566299982,1358.46999378092,102.870806721956,77.0078319377027,109.990602427744,118.78080570932
54.4092362820952,48.7696271366629,1474.09961639147,102.848595725924,77.7096615588316,110.192457176803,111.238150352393
55.2402105969151,48.4973550472317,1443.30569314943,103.042206668304,78.4969280809347,113.520494070068,111.725852772816
53.9289056685662,48.3228241288994,1346.23671689109,102.805828986852,76.9752521405287,118.486779399661,109.198076936148
48.9126095084891,49.0176342636054,1506.08192835886,103.032120435813,78.9925997105303,112.579399621736,111.327877017082
48.8707477727408,49.0289583317509,1397.76724124248,103.059050747541,78.2406457821458,105.648671961449,113.042803903907
48.8571971228258,48.9129910077873,1447.75956550691,102.663546363309,76.4188983797209,110.318658161304,110.611100307955
49.0041389651551,48.8560526800088,1435.57794364898,102.799234610562,76.8242826289542,113.309726251904,117.440228526808
49.0531399860961,48.8602159431558,1364.70851549316,102.780512846312,77.0351855277339,105.004300342377,108.836756754579
49.0171661881104,48.8946016869304,1415.07753533303,103.127375848717,79.0732827648009,111.948964558492,111.135474652954
48.856407303658,48.7683475521411,1455.33209024326,102.925068303515,78.577521670719,109.747870236479,114.423163756689
48.8227078272889,48.8163037055078,1264.77512941687,102.812414760483,76.3535123496677,106.640410755759,117.620493314343
49.0093534398702,49.0158580019246,1476.60948351936,102.911555156837,77.5037690490183,119.97591516213,113.628592277068
48.307866323673,48.2897906849068,1423.67063099216,102.691533073793,76.6686822436805,98.0781698018752,99.0412589025691
49.103550357486,48.9797051569493,1353.14847678063,102.824277184505,77.1068418667088,111.690461497679,115.986404537974
49.4806422836051,49.5271311687032,1370.25003293203,102.771842641971,76.6665285305097,103.721971868792,116.653271427348
