V1,V2,V3,V4,V5,V6
132.185844725646,365.070060435898,303.458641456401,302.589327941683,298.131441330272,335.104990397541
132.858912692556,392.983513961573,303.43701800434,305.493920261447,298.587481936016,333.750609722187
130.48092002863,404.78000472772,303.337303386404,303.885703591747,291.263760825661,334.690406745429
128.915687551586,392.592296698771,303.297560889837,302.001287839541,290.504213840645,334.456550830856
133.144378180842,369.558597647777,303.417073898326,304.569096872731,293.521836338189,335.889317695578
135.132452853364,364.511248664483,303.53460629438,306.493120815525,284.945550741994,334.97088684869
130.855682944539,396.324694573387,303.388316877799,301.934438010001,289.745638753971,334.892905859854
131.569683507307,379.36128368508,303.382730805643,304.989312570316,293.401624408326,334.926974696641
130.295922584345,348.857489958633,303.387416787687,305.994384016597,307.925165369408,335.251509097524
131.794198665502,382.769537413824,303.391140837192,298.993616753828,302.295895475032,334.792408855022
133.450255127422,384.932989355907,303.485729674604,303.217315745006,296.002700848175,335.35379754879
129.691202090968,394.036619733215,303.307037589998,301.601636214778,289.283569090773,334.884937950656
129.577902626035,371.839173259529,303.335697175952,304.667913503109,291.943608711145,334.433708362353
131.990861247303,383.044034466104,303.415036785183,307.183143313092,294.769576250603,333.982402447954
130.763781654645,379.687276717007,303.347585236895,304.017943664883,286.20670710001,334.108460132896
132.28355455077,386.312439364775,303.433180592941,306.798112525396,311.803798641635,333.851156384254
131.431605368805,382.087567894943,303.404594332234,308.40879271931,285.896641871716,333.848888052029
132.676921101257,389.547506175856,303.450034333014,303.455194542388,299.495515080593,334.898067584951
130.548117561445,393.824735809435,303.341133078914,303.727167800694,291.262404569488,334.654688949662
130.606342257447,386.46746897988,303.364109305466,303.374682101019,286.085118174646,334.633997064719
129.628674622607,397.365220050743,303.351967775905,302.997671856545,282.804950348346,335.027649098321
132.092731126645,377.183912079524,303.405744773047,306.04506679955,290.031562966926,334.741242402812
132.393113549304,368.184973492553,303.435370388628,305.426888891616,285.011263663356,334.747651563799
129.058621697271,383.672867655164,303.308082597956,306.876490654652,291.550328415382,333.833276291191
134.599552592669,397.293239562431,303.497509179228,305.88227083392,286.100755945684,334.826618848427
130.744502631094,374.056188363546,303.340591395297,305.837465153161,289.761525431992,334.783100473115
129.892916643161,370.397610693455,303.294381930234,306.571527913191,287.444683362773,334.909066464662
130.980707104481,380.642250004642,303.380068955846,301.801461016033,289.710238929483,334.897232127371
130.047625163623,397.275034514893,303.287133063263,306.407006725327,297.506478824568,334.674378727897
130.85475143857,390.880094326313,303.332192544553,309.115577215567,283.340707404965,334.265252524766
131.601684197988,374.827962212346,303.382739064015,304.883990139147,287.245173312055,335.583967574777
129.762612246927,378.932246947208,303.326531595362,306.381744440183,290.126328708781,334.524453975288
131.47265870262,373.075525152942,303.373046588686,304.688900515075,296.898401277159,334.734710538073
133.809071772673,383.59211297439,303.457635015055,303.032374181975,294.404401176383,334.634334547315
132.400684643935,399.94005531037,303.420874577381,305.068090793203,287.30685029775,334.071846825842
133.082348987248,373.668088680028,303.446881903967,303.506825073101,290.038131298561,335.450582283276
133.67803725891,370.416407087766,303.504774977238,307.604533582059,299.367662706689,334.092517882945
129.193603448825,379.962466057934,303.284364450051,306.393670731922,308.668383654879,334.58242068
132.837460585269,379.711291994472,303.420443624132,305.361231344576,288.910779308713,335.883692169333
130.328199328204,385.185454548359,303.301196286958,305.095576914347,307.352068798271,333.984308174229
132.995416096152,371.83066138138,303.488442807153,305.591673550202,308.79879413715,335.150806014917
129.257171436432,404.47035233581,303.269863926009,302.360109953215,302.08090335768,334.103341500417
132.332666058985,390.664061859989,303.467243661608,306.438532945577,295.528717162246,334.184606245728
128.513801732809,383.724431013009,303.288104532646,299.023435696336,294.222130847058,335.039016937674
130.46866075305,379.41782420028,303.354944626701,302.293682343897,291.750595624655,334.784007653556
132.913121306427,381.12973396581,303.452723142413,305.74418754197,282.35588041895,335.162649521125
131.490987440031,382.380577385047,303.392032004964,301.197423154118,288.811744164339,335.724340690869
130.786789005235,392.844508328631,303.366609228081,304.124454523708,287.605635867267,334.605291777651
130.106796510717,394.522050773477,303.310422800795,302.384182277535,289.323685749354,334.606519853666
133.394403723438,374.71752247143,303.521714380443,305.075699182054,301.119034228889,335.826423957056
128.903262136399,398.661691379826,303.299363964114,302.748058145514,290.329357505654,334.468301917547
129.079231349329,390.770862870796,303.335887634581,299.627662957027,288.538191631221,334.455483781719
131.584928565662,355.265011151835,303.408614620903,303.874618448648,280.741084007135,335.860359550355
131.902460365067,365.660266671442,303.429730686606,305.36994730138,289.791230375548,335.114766704651
130.996609369115,374.565084311211,303.29973551289,304.956148986452,290.133844669468,334.87868285635
132.304480653481,378.732198396526,303.43651184626,300.651236769546,307.968296105687,335.40160901509
132.467915097101,378.762683365394,303.432569881876,307.025101897491,304.073998768152,334.468348361661
131.633923452909,379.226327905018,303.41915742701,304.531841433006,288.348276932057,334.771723183836
132.523792454132,387.464529961061,303.405155609842,305.36237230805,289.599833328909,334.635587384876
130.39103119502,372.407733065301,303.318053798676,304.093852434498,293.051668609644,335.29503939551
132.744313326341,410.874860403351,303.451594804167,309.058631533535,296.468111436156,333.892951605501
131.145685691513,392.421259412341,303.344524230325,305.466146744394,284.53792226364,334.013296441064
131.362688357327,392.965649836542,303.428820803064,303.219090553703,297.868092999441,334.763918403512
130.481074216532,397.57691789859,303.369755015493,303.428120090471,291.603737264843,334.918138967712
131.488333631835,389.118202624104,303.334522221447,307.625966434361,292.044176039902,334.168725889031
130.75896970958,378.071776554313,303.379816439139,307.533473777281,279.017782595435,335.019227213446
133.310391614808,363.624899069083,303.485482683106,306.749600954942,283.224389593272,335.163351853972
131.045216199675,400.092890863614,303.390328412371,303.835378761436,274.705868903312,334.285157133631
132.114706971056,388.921194749455,303.426697537416,303.476679229264,298.920369105609,334.576997275103
132.88184188687,387.107365412047,303.48400934352,305.373402807449,274.245388432638,333.528449164432
130.393308854197,371.05394255815,303.31858165602,309.126549304606,298.374116509148,334.936415013708
130.347066846455,403.005869287475,303.372397065463,303.16351135884,287.462789188406,334.017748441184
131.092578513081,375.296899180019,303.368631639653,302.181552815489,310.482753659996,334.962378977384
131.345523963252,395.822483536319,303.379135123089,305.752841647019,304.404558843445,333.696179778033
130.486262107616,389.181469301727,303.330683148615,304.36390521389,302.393396406988,334.913253346469
131.734634296044,381.301428896423,303.422052514179,303.958294208292,298.449602009613,335.092804552383
130.724323079203,380.489386230552,303.342181009249,305.040283879232,284.953527330167,334.753943243678
130.762754211271,379.266699003595,303.360134100878,307.469063828362,297.208603383507,334.730008035155
130.023370804485,378.65182903849,303.330686181271,301.348054328268,290.996542564725,335.141839404891
130.911805780746,371.802602079513,303.385913851242,300.697075046755,282.527431521393,334.938632852705
130.802744440958,397.140437727685,303.358197168074,300.104001197256,291.645709239981,334.196838697346
131.90304589219,361.962938586336,303.408648810886,303.04755085793,284.207110412129,336.234804981941
132.066057617207,374.555368311672,303.383787118574,301.49549849415,285.978510099603,334.546423208326
130.050112308693,394.106933066578,303.359668918509,301.251950117293,304.961455862206,334.22883337712
131.018887961531,371.07364176507,303.363791710016,304.40094854261,306.687109271205,334.769941612036
131.069784251464,381.053104027166,303.352879455596,303.632090656991,289.740532595148,334.854264467237
131.884053291504,389.074212176873,303.428703833983,304.729794779912,282.843517693345,334.483838911193
128.893116183181,382.859679559348,303.28721356929,307.340426087772,286.65930324054,334.993968496302
130.135243215061,366.576171799891,303.336967078688,304.73625432742,281.750235707387,334.183100912861
132.64776096204,370.456304379793,303.461868451166,302.794480198497,286.369242064961,335.056512768194
129.820846329659,393.724054953794,303.345818268339,301.404331238863,285.176996826513,334.519156022293
131.297256093346,398.485330601872,303.369005578291,304.505079670549,282.457914464758,334.463255503204
132.440213934524,381.955317836844,303.458256148169,299.724030910471,284.313228589966,335.133238659325
131.279729844862,381.220958342051,303.407412379723,299.607775724247,291.392134283737,335.138112162447
131.532176406628,385.659158665908,303.417963518011,304.584679137897,283.618435423572,334.655849805718
131.275351623058,382.212325796645,303.373325467624,301.623894340695,286.815123700132,334.56921958277
130.499952428186,399.5347550993,303.346527443812,302.979795597203,302.957354676918,333.867868965505
131.523001284064,401.571521224253,303.395533200964,302.641536422159,284.547745848224,334.679133848223
128.254353274103,394.426771606751,303.242736309222,303.37210163348,288.474818101035,334.65515355041
131.087039846496,372.99293032821,303.353166410127,305.762223989791,282.422393212736,334.72664965491
132.763938228115,377.766247182966,303.466140919374,302.672012682791,299.264346563801,335.170963399699
130.641333097984,376.449869483793,303.313554139165,308.17459314655,283.5045958384,334.368255820154
131.87811706672,357.871762849844,303.453601524836,302.66088745816,294.754694482862,334.696336138247
130.331433296689,377.235007132021,303.35495812446,302.981767500075,284.084805533017,334.02406369086
130.646045981753,385.183434502354,303.325466695913,304.517590877839,290.081211520591,334.702594107444
130.925400820641,377.246181538087,303.368750950705,300.967833349895,288.157353460044,334.684765620787
129.015891994123,390.181061261021,303.338389979569,305.171081531161,294.952237673287,334.933035173994
130.144601011737,392.641878927166,303.307624213707,302.037948359891,289.472289859597,335.468590835201
130.790759692259,384.302313498291,303.359697262744,307.874048423885,295.374754281401,334.496113444681
130.453411415144,386.140814464187,303.317624347502,311.643112445039,302.87997002383,333.410706411225
132.848366206699,396.617839924045,303.481775740275,307.129253723202,280.662507081634,334.945207044981
132.834170451039,393.769792318129,303.447709282658,302.167326814532,293.246550864245,335.210481948857
132.786419010883,389.383872216552,303.480849566402,301.647087514158,298.147112591932,335.07510674616
130.167869362282,388.49653257374,303.395678597346,304.411815629307,283.771628198035,335.514758832622
