V1,V2,V3,V4,V5,V6,V7,V8
28.7626296986572,28.8626402740324,191.196758482164,1401.85137213987,82.687865062276,33.9181435407835,70.2472987405912,89.861147889605
32.1239616418457,28.5607277558565,201.988339442726,1682.75737268367,82.5923956847085,33.6775679709341,70.4745032088899,89.1257072271331
28.7629434293067,28.7940650852073,194.274294412912,1496.70007928674,82.5847487541467,33.6167305757031,74.6255393600732,95.3339264165359
28.3783223440396,28.4289445431288,186.142913821617,1499.21835401433,82.6195279512081,33.4636240388986,81.4982297518332,91.209226933378
32.0304126751562,28.6444730129473,196.867235768724,1283.53516112886,82.5422788702608,33.1912856245657,66.4861946649118,89.9332675061318
32.2465778991416,28.6287581882019,194.870059023971,1705.03596713812,82.6094169664402,33.7587951783261,79.1294260890364,96.0148183624735
29.4488392687096,29.2761955745285,197.570298509174,1358.52919771968,82.5963906677669,33.9350608156807,75.0865891013391,92.6361963084201
28.6812359382597,28.7240733021018,197.52325424534,1309.98234331592,82.4686564993008,32.5639340351969,69.115045545191,86.8603286674629
29.207687163481,29.2437846530331,190.649848292544,1307.62105487457,82.4547239558418,32.8054177762217,70.1649590521798,94.0537620496889
29.1736754889297,29.247814748186,195.101239294251,1456.75604291083,82.6627490704024,34.1766859574833,76.3257409898593,87.9702211080228
28.7059414536535,28.7200746267762,181.038860962152,1495.30939731229,82.6607209532799,33.9129948317223,89.866955127975,97.532202205794
32.0610575693811,29.0420109702346,195.866675636088,1258.41728056191,82.5368164371581,33.3186257942567,74.5198895645931,93.2089579499058
28.8375604801134,28.8177267827354,182.04355392966,1342.58523917982,82.7192811613437,34.0950197732583,76.9615510180003,86.0956306782021
29.0429609254801,29.0010843638615,202.026596091822,1518.38927794921,82.4752636802886,33.1298821232018,75.8910482393884,91.9892107665469
31.7037301291939,28.8629161011218,191.676685804132,1590.08003121705,82.5757277250076,33.2987352178481,73.8377234244352,96.6510543875435
28.4463288024942,28.5335825822132,196.728739434892,1470.31721459865,82.5657726233802,33.4815683960788,78.039307736735,85.871808436178
29.1128017470534,29.0939256168425,182.607261311088,1355.929751949,82.7327925201535,34.4249668189816,66.6831394730402,96.829612909009
29.2699317761588,29.2649378104219,192.952579282016,1312.0503687848,82.6724614533781,34.2456713477502,82.6743150496306,90.4542712395363
28.9188501152554,28.7445573084946,194.303122858099,1300.51432849413,82.374456910119,32.1307265205204,81.9457764965142,92.3025788415586
28.5207325455894,28.5207325455894,192.129311531707,1446.60712448166,82.6029961299635,33.3402347897269,71.6383917415422,79.5535789619253
28.9963791322145,28.8794095465925,193.493178818047,1370.81485174814,82.6863579136541,34.4709288941046,88.4766020188089,89.4019130783316
28.4041764755185,28.3690401995024,197.046539396984,1534.26344104078,82.4646572132418,32.8770583008979,69.2899792645212,90.4158067117031
28.9000897815935,28.8259876033068,188.876126809268,1365.84211599862,82.6079152868793,33.6846535950548,89.8878983008201,94.1751079993768
28.9058698884366,28.9058698884366,190.518448684998,1276.53055806939,82.6797249682965,34.3825072899854,71.7884589305824,94.4458565951895
28.8856174642957,28.9307849647159,200.026206908624,1568.84409150162,82.5102808139666,33.1480564083737,71.3939819668033,83.4869829142788
28.7839578343936,28.7892116545384,195.777463842981,1633.97501477272,82.4072107438407,32.4129599683673,76.7015119173532,81.9427440733935
29.1752399646735,29.2141826752457,192.744711643176,1528.3315792306,82.6121187760887,33.7169408638858,88.3121358803086,93.6007335882549
28.6781485553632,28.6129633166896,198.308321824216,1269.77151178516,82.5667050384018,33.6418078939393,85.8079400766483,95.0088266691086
32.2778152847842,28.6048478025046,196.086054144571,1516.57473067185,82.6324157648678,33.6032007512878,71.4947004522237,89.9724686365931
28.9181883762512,28.964316009575,192.76677112205,1370.91430298895,82.5822601729873,33.4574114478271,62.217188808052,91.3228917154048
28.7428375922201,28.6833999433099,182.848633606331,1295.05570863425,82.4083683628178,32.2694145987422,65.7839238421761,89.0319722021775
28.8364147565373,28.8949929542886,200.012073166231,1538.51156105889,82.576870868558,33.6630637546083,86.3896055626275,95.2901452092779
29.1641415931634,29.1381029585924,192.665471204067,1336.29311478848,82.6175651074478,33.9268001658529,76.9016369185256,98.2707583067989
33.7985446705608,30.0117529001855,198.299026626719,1441.95210182553,82.7243784234289,34.9030118735729,73.9029083380263,90.9943392862723
32.5279586613314,29.7433808952066,207.536383610012,1488.90853529649,82.6857622199437,34.8196061330401,90.6680309124134,90.0528518048494
28.9280258534101,29.0595243206219,203.929831462301,1446.08196602815,82.6441907911448,34.3182035814754,76.9423264267393,93.0067680397611
31.9790936451537,28.7715103952309,203.832249803926,1307.41373197965,82.4596507243315,32.7419231341284,71.7637148663776,98.6187803639311
32.9519790284714,28.6316181520482,188.588160847956,1614.92804731363,82.3910240175964,31.8517125390222,70.3638142414125,87.8828473299098
28.8016411876082,28.8987631215629,207.589751619053,1424.43434832971,82.65055998929,34.1275164819863,63.7791569828419,86.5967624807317
32.1885368786337,28.9225301318424,201.110709585423,1542.58914359972,82.4605323522601,32.9167219274774,83.0170626433605,93.4708649625691
29.1703976838739,29.2787776421832,189.544572012624,1391.81652232677,82.5839894657849,33.3577485145735,80.2175459592792,87.3887231511396
29.4829686740481,29.4469946024014,191.294918268791,1496.49255664516,82.7076976608415,34.3480926744953,77.1918953060939,91.5562278296961
28.7605712446951,28.6545157735122,198.603451880437,1275.56724602338,82.7283092494357,34.7817783276225,75.5271426709514,88.0215694499087
32.257937253474,29.2017871740042,198.929573117296,1650.9895840748,82.5782398318608,33.4381043841222,68.0754082555821,82.890343810721
28.829255581291,28.8218309889067,199.758019560572,1361.5182140395,82.4275221836277,32.5894941345257,82.623101237991,86.2530897694226
28.884218285207,28.8117735105193,196.570134369226,1541.46405396503,82.7240045322767,34.5971634468279,71.0048017597639,93.1688045634977
29.2184697095466,29.2184697095466,188.223628565993,1505.00645726731,82.5862957545571,33.5332916991156,70.8539607985426,93.7584149998432
29.4240389047461,29.4393159014303,186.103412456292,1398.01051114305,82.6460439573368,33.9980670952333,78.9315036906346,95.9636106707459
31.5760963555987,28.6820959034274,194.530331486519,1533.96025206202,82.5576236894504,33.3046784919569,81.1252695212965,92.9341366526861
29.072925946358,29.1430749980715,195.226248129067,1402.58005402465,82.6070259562143,33.9669100370234,88.8719711627046,93.213619464247
28.7239497279803,28.7335810695308,190.059451645949,1333.24363392955,82.5996484526525,33.4983723673949,80.7731563969907,95.7308554076237
28.4706399914382,28.4547251335655,190.169657368602,1470.27405432402,82.5210072139651,33.0868157608934,60.5589415548674,95.0286305619591
33.1480596136345,28.6215514860324,189.07007451206,1387.94391140633,82.554981579578,33.2541776785141,74.9654509228864,98.0626032369119
29.8797990712936,29.9329857468823,204.811296349207,1701.73972695321,82.7596851363859,34.9427136263915,74.5615975431145,92.5572004458298
32.3080298022207,28.894336380669,196.23592298971,1266.49184412596,82.4910820978872,33.099369218001,83.3633599334988,98.2893310391958
32.6158933463152,28.5154344973133,201.609581072608,1520.62035224642,82.5022016504397,33.1176969543536,72.5461724448884,89.0956462889565
29.412779201994,29.3885022214855,190.776652530928,1601.46437031433,82.575984650522,33.4762827224692,76.8777635790322,85.1020553025445
32.2952419518463,28.9206362531816,208.560942382753,1468.9054478411,82.5251122855091,33.452321906027,64.9225456919867,90.3456639246872
29.0665300844615,29.0296803263747,191.355458832857,1390.28713308481,82.5289966699954,33.1146104583457,65.4846333553126,88.6671423858476
29.220251337084,29.2496192061807,195.402607799067,1534.54029782623,82.5843078466223,33.5881023094644,65.8050891141076,89.4967383125819
28.9425109204738,28.9538926938802,194.513738642662,1401.31410720949,82.5128844779679,33.1764333312153,79.264091480461,91.4016035672747
29.0987978802839,28.993030570925,193.489317252582,1225.18144107558,82.7291987326538,34.8487557343185,64.8334865357665,82.8803149923947
28.9136800322211,28.8891331678196,194.158913504315,1359.01941080376,82.4503527323208,32.9231584189062,81.5302121261153,92.611287265271
32.7875949440185,29.2943306573939,199.570642337904,1534.38151310081,82.4958207774374,33.2076525244656,79.0364454670419,89.565202457911
28.5582590824943,28.5290875461766,198.870546407929,1499.19308890554,82.5894552540238,33.577559916132,61.3114662578199,90.6793681733976
29.0614880009626,29.0614880009626,190.622634252873,1381.21716436851,82.5694345406198,33.560598965174,89.6910605153451,93.8939004549757
28.813649780847,28.7895674691406,181.605403130584,1237.18931282871,82.6051949253144,33.2861998664906,68.3830955698279,97.0127573871858
28.9281871487602,28.7387895822635,193.766843021207,1555.22734466295,82.5702024226853,33.4699442613564,73.8015718410192,94.1433630912054
32.2103366989183,28.8820771811979,198.95614577221,1387.61102021173,82.5585372611282,33.4026782177751,68.6502831172404,96.1380953974627
32.0106572007284,29.1001427825197,194.075634648287,1477.93734993276,82.5811348622603,33.5103657212465,72.2626968343611,92.0341476462242
28.9712605285748,28.8485283411497,193.271716741309,1570.82779274177,82.6696809188128,33.8869754989697,74.5130195233776,97.1111521507193
32.128784348255,28.8606025824666,188.201461123456,1543.78512741188,82.6937378885194,34.1728977921796,75.7777452979367,96.0789474817246
29.5050892300722,29.5739863842136,200.377394897085,1639.64670418733,82.5450880807649,33.1489195028652,71.0927519201395,92.3196225552446
28.8894213216326,28.8723725512422,191.98480994965,1320.88864239075,82.7273679946665,34.2733396143301,76.9959560026505,93.6511874366129
28.9949765518722,28.9949765518722,191.213903122616,1466.47713697345,82.6550662993183,34.0434637927552,62.0752649641643,98.6849230983504
31.8833182328442,29.0352162982066,202.064731416127,1425.2715518774,82.5970702389395,33.7765210233211,82.0053926200698,89.7769064480119
28.6543693498278,28.4727731967739,201.492667317795,1666.55542889,82.5569723276566,33.4623882590694,67.9917499176641,83.5326629795251
29.3044966058696,29.4498693757246,203.590579138803,2022.03643013771,82.543883750192,33.408991927807,82.6355523486428,94.8102191087048
29.189390741634,29.2070036116374,197.809357999587,1507.25977873782,82.7571924878767,34.836902569372,77.1619117664512,96.4369831821505
31.8565607260149,28.6037178279077,203.178737637913,1700.38401126118,82.6332905677294,34.0948086717808,76.6692992551803,84.0123173330964
29.2060522133794,29.1385957259822,186.059095623091,1297.53256645433,82.5685613330035,33.4923297083697,81.3445988445444,97.8857174877021
32.3132248333709,28.4602078071724,191.877068022768,1536.42553387253,82.4426757737755,32.5329126098913,68.471251512891,91.9542095702093
32.2846308070518,28.7768353735728,187.749293639541,1186.86466874899,82.6472772325116,33.8595906883226,79.5303518947224,88.0530696879371
31.7064280712916,28.589606206626,194.127429079804,1412.10959953705,82.6184977381863,33.7134924096336,80.8822247210833,90.8018187628705
32.8864773985392,29.4798989561983,205.278410118979,1412.34504186314,82.5940498837456,33.6850566412633,75.0833212164487,95.3032179004098
28.8281689325863,28.8227947421737,196.905856021898,1482.81690028279,82.4828888207075,32.8402564376669,69.9556823779708,94.3567086331951
31.6988270407448,28.8051403870002,199.627492308306,1466.88092318924,82.5219007153638,33.0780185433688,77.8126288412086,91.9768531285478
29.0366714872883,29.0482139507068,192.011187824533,1472.71686316283,82.66654176423,34.0386417792218,69.9534363753188,90.8046833850961
32.4146790317577,29.1420185247534,200.540929923709,1436.37558392058,82.6169158003656,33.7655428139433,71.8633442170057,95.9953384127108
28.7629315806879,28.7154838042156,197.521516166431,1358.88452485326,82.587284370287,33.6648207324818,72.7025376139306,96.9515515290335
31.9711942081058,28.7207375377733,202.70939038531,1485.04063561324,82.5741618052212,33.4419125109829,72.2441114350325,90.3578019854608
28.4544333698516,28.4962508186493,199.86340368222,1397.81063661279,82.601153389934,33.6871170235932,78.3804539516619,83.1879818541436
32.4523260010194,28.5527209654181,196.247273753437,1323.61160638479,82.5817211063303,33.6096253388109,89.8782146059096,93.7915100649877
28.393264101012,28.4096943635917,192.578542256465,1380.5568796409,82.4176064147979,32.3432469598354,75.4329765104941,98.0264437409661
28.8306357857951,28.850404505706,187.943753522566,1432.1387501137,82.5596717896107,33.1554296173006,71.1935856446054,96.8297834449401
28.7795827856826,28.7857872071421,194.960795939895,1539.09711578261,82.746343827917,34.5071601410301,84.9167387111218,90.7425786970281
28.5146099282904,28.5366638512958,193.2014586705,1259.61959186145,82.4835076190946,32.7666017467345,89.5996874651921,99.3108934676237
29.1274633447247,29.0679410273317,203.506678777068,1532.99971690045,82.6063818586027,33.6392605950177,72.0827207850101,90.881798630031
32.1651650802371,28.7051933754762,188.581918839604,1531.57814901131,82.5923631884103,33.4116086302326,78.7356834203307,95.7070329574532
28.7309441813883,28.7302131692594,192.381865433971,1345.91070052695,82.7166761451241,34.2878726453298,68.9782281841772,91.2966745940209
28.6850551006151,28.7734148783247,190.854194927857,1476.92946593612,82.6496190072697,34.0207375353035,82.9720742002094,97.6840843783014
31.7410625701834,28.410397852856,197.698801449584,1322.38056931991,82.4232988387866,32.541532694271,67.3538936603792,90.12256618803
29.1869369199185,29.0467430712449,192.505249597969,1318.78126917489,82.4141247394406,32.6238608058606,76.0382971769767,92.3424773336749
29.1817708520984,29.2500240966306,195.279085911825,1611.35441845348,82.4981067020458,33.0930187774608,88.8719414980139,92.799067800446
32.6498589979514,29.4393946369308,205.675214634625,1453.46517407088,82.669617855568,34.428179430585,73.8910319241736,94.7105446327417
28.3906913027663,28.3906913027663,192.250830026719,1329.53057277162,82.5863397258845,33.7290205274523,86.8145581064792,89.5026210414651
