Ascending,Random,Descending
37.5678257813933,36.1145966870044,37.5678257813933
45.1647489861885,37.8866404284383,37.2445043169092
39.8277573096778,36.4194722230184,36.3841979648237
35.5732538951327,34.2336331614584,35.5732538951327
37.5503464632359,37.174795970184,37.4141642752386
36.6738151032839,36.8603326261715,36.6738151032839
36.965631115772,36.1664970837639,43.6608867031034
39.9277848871974,36.5218444505981,35.9159958974627
37.2555769407099,45.8752731940024,39.3593304997113
35.7453907061451,35.2451293732971,35.7453907061451
35.846511156118,34.9938275575936,35.846511156118
43.3928076204086,35.2989760919353,37.4078027379711
37.3471803223302,48.4519796013581,37.3945614844807
36.3728232237087,36.6853493017151,36.3728232237087
36.7277522928881,35.4373212125375,46.4207856957345
35.9273982043009,34.768292608587,35.9273982043009
36.3953439681028,36.2976192091869,36.533754254439
40.6418899293924,42.5212651319502,41.0477978580688
36.4260897613147,34.8580735225449,36.4260897613147
40.2259194482692,35.9998913726394,36.5601838441611
36.9086320071482,36.6637009609071,38.9281946976771
36.3968735749905,36.5032581324675,36.3968735749905
40.1991554237223,37.1335292758321,37.0888723192109
36.3343386967411,35.631317061716,43.8564377603873
41.3145760850391,37.0678700439797,37.7634764264936
43.2148443475952,35.5692049954382,35.7609169191585
36.786123378984,36.1786639180106,36.786123378984
40.3165299324204,35.5894215914852,40.1424958803011
41.1073797130775,36.7559120163119,37.1733892229826
35.9059957728944,34.3600154960184,35.9059957728944
36.114600559399,36.0877815967031,35.3932472864445
36.9791887923117,40.0856066505895,36.9791887923117
35.5719351051339,35.9786416170917,35.5719351051339
47.0521314998829,37.2718847264302,37.0000159934003
36.9560682765096,36.3125455031031,36.9560682765096
40.1657257205413,36.0669032170551,36.5457261720013
37.0669434565723,36.4024529690565,37.0669434565723
34.8863901730931,39.1454811826267,34.8863901730931
36.8460052778122,35.9179592356481,36.8460052778122
35.7624033837745,45.9862940300963,42.8631112379937
36.3007308221963,34.6987905496011,36.3007308221963
42.6322794348492,37.2833162555641,37.5822967634656
38.6657794057463,40.2640126964073,38.1142736152782
36.6800208092587,36.3189353579335,38.3868465431014
35.7691263715816,35.0530073363507,39.2189065312543
37.0046490606546,36.0130823945258,37.0046490606546
36.7151290107686,36.6451406434067,36.7151290107686
37.0921120891775,36.167417588321,38.9901198437815
40.2251649468689,45.680490488402,36.628419433192
35.6791892021377,35.8236125971696,35.6989507911186
36.8840600335682,36.9500339943361,36.8840600335682
36.4390392003857,35.1619248132576,36.4390392003857
35.7924365554102,35.5844035328834,35.7924365554102
36.6211158318912,35.7645759288262,37.7893512787423
36.9019821129508,35.892113529289,36.9019821129508
39.764836510082,45.0058039616361,37.760497496914
37.6829900433846,41.5881113314112,36.6835443805952
36.2168539477151,35.2901793860873,36.2168539477151
