Ascending,Random,Descending
31.6521964337082,26.1035858777065,26.3607578048477
25.6645870094686,29.5239433713773,25.6645870094686
27.3776244676541,27.3776244676541,30.3946066464018
26.1861227737521,25.9527491021487,26.1861227737521
29.4861845385282,26.9627988597403,27.4076712926811
27.0457981554728,26.7659427887284,27.0457981554728
28.0304128529353,26.3030625895009,26.0218578463192
27.0468569159501,27.0884132111622,27.0377363192293
26.3867474770043,25.9021892154527,31.3581664980382
30.4352314012535,26.9465455221961,27.3985167339239
26.5402175785385,26.345051426345,26.5402175785385
28.6886352019754,27.4621954154862,27.2279039934137
26.0788737991415,26.1183947651065,26.0788737991415
27.1073194898685,27.0649512721493,27.1073194898685
30.5885976968458,26.6494009854027,26.5724063829127
26.6301510202358,26.4950687818694,26.6301510202358
32.0780930831002,27.8791690752874,27.6345800096194
26.6086040651164,26.0032604238545,26.6255144782107
27.2385830704577,27.0434784475049,31.3899918128963
28.3009142266453,26.4272016418767,26.2350930088174
27.1298514231274,31.616382308018,27.1298514231274
26.040825767704,29.9585315202579,26.040825767704
26.4438617627444,26.4442316734235,26.5899583736636
30.556529007332,26.6068853316619,26.8441561267286
25.6506453095912,30.3037405802053,25.6506453095912
27.426904020465,27.7158084052004,27.426904020465
27.0346095392807,31.9565164467438,26.7456957264865
26.4836512656901,26.0553066318892,26.4836512656901
26.8267782463379,26.5770238893271,26.3920116012216
29.0823888143895,33.1439785915893,27.8551587472177
29.7609580900884,31.2508234545071,31.6437612039199
26.6161787009843,27.113522872607,26.8245221708195
26.0142508311187,25.6500003424262,25.7365995596747
26.8034553158122,29.4684484337786,26.733967012292
26.7168282212375,26.2853155712426,26.7168282212375
26.8475222710518,26.1101177139511,26.8475222710518
27.0317572505542,25.4240719774881,29.8365995087608
27.0881480895521,26.8572521437163,27.0881480895521
26.4251696362767,26.2385969163986,29.97219905354
31.149470590616,27.7796229564719,32.3125349585111
31.2703377149562,30.3232812158208,27.5469249084245
26.6828285054236,26.775850443831,26.6828285054236
26.870409208176,30.6540666965104,26.445434111654
27.8516323728859,27.3933068540806,27.8516323728859
26.7811196331082,26.4803741404897,26.7811196331082
29.2009928886859,26.2499345022704,29.2009928886859
29.8085250127371,26.0698277678849,26.189065247395
27.0134235188804,28.6751716144187,28.3903626428009
27.2133815585235,31.4659339713183,32.4096123353221
26.8519615776427,28.9858387922783,26.8519615776427
26.7717429763689,32.1683351761388,28.2528334668917
26.9972650762352,28.689134372451,28.359823977507
27.5832901241361,27.7272518039707,27.5832901241361
26.9438633002309,29.9122201301256,26.6701284469292
26.9039611006613,26.3904552366405,30.5229494466778
26.0709777676193,28.5804378555851,26.0709777676193
26.8896626716996,33.9472105866047,26.8896626716996
31.0496423314401,25.824665452332,26.3917563856777
26.2978132885268,26.0993784544519,26.2978132885268
30.8257693225853,26.1577713812633,26.6082397474784
25.6487858398607,25.6836874177358,25.6487858398607
27.0078665618052,26.7310561153291,29.3269809271447
26.4029857989047,26.4197185601206,26.4029857989047
31.9678838319212,26.8777320255678,27.0248919135877
27.1742107589925,26.674071822827,27.1742107589925
26.3434850896727,26.0805074499039,26.3592764505881
28.4848699588919,26.6971385731557,27.0400958669927
27.560574760603,27.560574760603,27.560574760603
27.307119407407,30.6922375695767,28.5698012802415
26.6256385666308,28.3330868592438,26.6256385666308
26.3696624280946,26.3696624280946,26.3642122483605
25.7677181305023,28.1721564200018,26.3184434086668
25.8614767090603,32.2759829281308,25.8614767090603
31.9560488984405,26.8692771284079,27.0508580279877
27.6756063493792,27.9945692540733,27.433055730036
1.7525304847369,2.24499338492867,1.58064211788749
