Ascending,Random,Descending
28.6391424397187,30.9452744726448,26.4444380004975
27.6628529142752,32.1861075360796,27.6628529142752
27.6595327547942,27.757007033802,27.8849848100795
26.0584888325307,26.0631739555248,26.0584888325307
27.0008821968024,26.7202529180204,28.3403482955598
28.367674701762,26.3287294834212,26.8496856206392
26.0767192970187,30.9563001433856,30.8051500230333
26.4707960762948,26.3714791122389,26.4707960762948
26.1061970554798,25.7279928114127,26.1061970554798
31.5650822727079,30.9933516409183,29.3866598852447
26.9956874766877,26.923612701492,26.938509204281
29.4340722261604,26.3237290121949,26.1232526443649
26.4249038251448,30.6641217954017,30.0827314815384
26.6209586745786,27.3434486958093,29.0152274658988
26.6133505344765,26.7632552637619,26.6133505344765
28.0343425768853,26.8145691159175,25.9029220762743
26.9887954378922,28.6311919556987,26.7717308474897
28.1746672811997,32.0324586706472,26.2582659498138
26.6355357312824,26.1216467808632,26.6355357312824
27.4037857107127,27.4037857107127,29.9124105184022
28.0175386140669,27.6225868523226,28.0175386140669
26.7318460591441,26.4658498483705,26.7318460591441
26.4453172733975,26.1540317838038,26.4453172733975
30.8470111799866,28.8050692405692,26.3984993856223
27.139809336159,27.1068208872648,31.4909888096549
28.1742873972008,28.8356580026717,31.7242184368536
26.7224441186081,30.6404145564282,27.6626532308583
25.9751840735704,25.944235315292,30.1716726277596
31.1952397403958,33.3182672165828,27.6177554998292
26.2266999874634,26.3431467671189,26.2427301085702
28.5276016762668,26.3134685447996,26.8233824804283
31.9755031104002,31.1696513755747,26.9027712807403
26.179054282457,25.9137159461336,30.2401311672671
26.1152731167883,25.8015540841638,26.1152731167883
26.557111320335,29.644672160274,26.7009752554604
25.9703702248732,28.3562902775899,26.1889030586159
31.715325593567,29.6031120974001,26.8284935424176
28.8662769149691,24.3492515125032,24.8594367920728
27.0504411388342,26.9021859000318,27.0172003588941
26.9296785749897,30.4401229142405,27.5498096771576
26.8878556627383,29.1683483468736,26.8878556627383
27.2091777616884,27.4607638996472,27.2091777616884
27.2210489023689,30.1225591961671,27.2210489023689
25.9068064346744,25.5806866390209,26.7012538587976
28.2857601043431,28.9932184776791,27.4095789383088
26.9114978356409,26.4531719977223,26.9114978356409
27.0333795340049,30.0237931565682,30.1288679704168
28.1009442698965,27.7070811094318,28.1009442698965
26.8167511956574,26.8167511956574,26.8167511956574
28.5692041090611,32.4893050535466,28.9949679932151
28.2366794750447,26.4022128079619,26.1985076166936
31.0423788249986,26.8417561071229,27.2159911257524
29.1259980219286,26.6933487265075,32.3540173199679
26.1083600059285,25.9813827975137,26.1083600059285
31.6028342446828,26.7496524444654,27.0672379240493
28.402512003457,28.8965564315557,27.1368110540004
27.6913568737534,25.6127721269927,27.9395026234655
27.6414989214595,30.4521331386395,27.2759600030913
26.3531381751658,26.4601019661115,26.3531381751658
27.303419286152,30.4919762292161,27.4719016458159
25.7892636802814,25.3290453639852,25.7892636802814
27.1153936366928,31.6641824923089,32.3407368133563
28.7635669816517,31.7891376005314,28.3443847497373
30.9337736595894,25.9582484402496,27.5610463016746
25.7615815417715,25.6604428733498,30.4266136029465
26.6150299544706,25.7444402649755,26.7454636826903
26.3389456314564,29.4732705167358,26.3389456314564
26.8691704674333,25.6058311872177,26.0425565342736
26.457769550414,26.1734001929531,26.457769550414
32.4535743230739,31.8764648172781,27.283334699616
25.7134779536835,25.2729526470493,25.7134779536835
25.9504706898147,31.0876259197899,25.7659844796514
26.7000245137072,26.8044935806473,26.7000245137072
26.6432063869224,26.5467126595358,29.3655747474708
25.9820840435445,34.498155763044,27.531841182851
27.306145358291,26.7572233439553,27.306145358291
27.6082469696233,27.3784515714298,29.1165799150788
27.4469248925279,25.3537410773013,25.9254668330638
30.6748992682418,32.7157958327752,26.4917469461585
26.4715609008709,29.528270660427,26.4715609008709
32.0068417644335,29.8467187848784,27.1974160746296
26.2816733161661,25.8505956279671,26.2129354076803
29.0087152558138,29.9191966835065,26.6875446419745
26.9272026312436,26.9272026312436,28.2722201290381
28.0695634485023,26.3533031754337,26.3727382666653
32.0448579375199,27.5298426511971,27.4254823488224
27.0532922561654,27.2802080326792,27.0532922561654
31.1688975449247,27.7010654243896,31.2610385277402
31.2291122862618,27.2189970761122,27.4941772925196
26.6460240852828,25.8981442678125,26.6460240852828
28.8054342779593,27.2157487282362,27.1135149324086
28.5394277255826,30.9059488580052,26.7105165335355
26.2639617082874,26.2379501337101,26.4877353989135
30.6803477162073,25.7638163602751,25.8098812735558
29.1358224214702,27.184376620027,30.4543362855652
28.0589411597033,31.3451073798061,29.2070553335287
27.1676287292132,26.9852944178816,26.9744710357843
26.397761345503,26.3183279692887,26.5727792843515
26.8098757730516,26.9414121502279,31.7764711307223
25.6202727971906,25.1466401709585,25.6202727971906
28.394416223307,29.6420198431294,26.8985306160139
26.7335352309537,27.0079830573811,26.7335352309537
25.1145454381235,30.1088096603311,25.3047175049957
26.076440793332,26.2794861708102,26.076440793332
27.7667214109027,26.9334913930144,28.8831854477096
29.3280944083245,29.8993276492995,25.8698934036043
28.023076954533,33.0502730819736,28.2177848678735
28.416286278907,26.5109863970879,28.0068474534443
26.3940944593409,34.9984913017684,30.1823758510472
25.2798376972233,30.0513789687213,25.2798376972233
27.6552670221323,27.7324647550741,29.7635124165078
25.6377899487191,32.0856606353823,25.6377899487191
26.755579627353,32.6679098193604,28.0040810545391
26.2269966250979,25.7758675181124,26.2269966250979
27.2955651545428,26.9221881533176,27.2955651545428
26.1883294114657,31.7785310147914,26.1883294114657
28.123827855751,26.8259903163263,26.6485229586491
26.0253630054494,25.6678183350458,28.2377101733587
26.2946192539583,29.8758780239157,26.2946192539583
31.8878756765234,26.7484053598238,26.5896600221864
31.7736053076164,26.8466882272394,27.3360129458256
27.228786267998,26.5450252124338,26.9694537148846
26.3460992056358,31.0373947408329,28.1398876150514
27.0732612798335,31.6327713939005,26.7767312335354
27.2225595382416,26.7165877758422,28.4257559838657
26.9433857205993,26.6069306104564,26.9433857205993
