V1,V2,V3,V4,V5,V6,V7
44.1949298488256,44.4283485051948,598.830500950889,102.470936457576,73.0729696194254,98.1358053729802,117.963059304453
45.5168611932035,45.4842284450555,584.200253357153,102.682276739943,73.7991854730594,102.493068391531,101.219773023769
49.4764166453481,45.4664699668888,634.125055303178,102.649455709215,74.4039752292457,114.703640860559,117.543271317265
45.7331975037079,45.9209648547006,644.847528097116,102.570526066768,73.6300281063373,103.759394704738,105.861925710955
45.2882208957902,45.2027935474646,590.310961394145,102.508756497837,73.172956195771,108.589359798541,114.785665540562
45.2825687461154,45.3916620820265,592.545473468163,102.765368083252,74.9195019968114,89.5546908353862,112.083524844867
45.5103866754054,45.4418026628052,580.998794828311,102.779377046141,74.994854944443,116.25539274069,115.249849753582
44.8986369546867,44.8669478111907,603.550838520771,102.499911249589,73.6390911920343,105.509601858302,119.383239022569
48.077271774286,45.1893280599607,604.419931545041,102.636835425398,74.1056212473228,98.2267805103411,119.940408898657
45.3724459087389,45.3074622241534,618.727537398038,102.659857796493,73.7298824257865,104.636980429141,116.179250366594
46.052391672651,45.9248648941795,629.017767183455,102.849699814229,74.6144580573226,103.883203896585,119.84615608428
48.8060143456839,44.8594483290578,586.695137409759,102.447047802097,73.5537013609878,112.118200463525,112.088034564204
44.7792156685069,44.9385491807348,627.523528830517,102.626262531433,74.1176697833398,111.747204031488,111.116414911188
48.9987949014996,45.9456595840918,616.424115774621,102.710396820206,74.5348593071843,100.644355386461,116.993574234907
45.5578267500224,45.60107441165,594.54751317328,102.615105895507,73.5349088610261,101.411863896046,115.231831345165
45.0234036544454,45.1591866616142,661.835640306718,102.60517221129,73.8938853210457,97.0958088189198,114.145281893696
49.5506568901169,45.8528010524505,640.848305847376,102.627938736099,73.619935680343,109.257915193705,115.646369900823
45.3353958707594,45.2884438314047,647.849821003676,102.444455687433,72.734439769463,97.5805823023356,112.392922856728
45.3272909565927,45.3155022076365,623.85502489533,102.668383165683,74.7677584453113,101.206416639483,111.932026842448
44.9168737565893,44.9206951289816,638.045271072137,102.612445210526,73.9960304031447,95.974166448526,110.143105481095
50.3846819824682,45.4952651461953,632.761762864969,102.52712441905,73.7883489007773,100.892096874474,118.749054005765
45.1477537920286,45.0529109787734,652.408259875321,102.380568901242,72.8629795841351,110.413620628507,113.82996054752
49.19154695526,45.063569188173,580.299529837138,102.60397995904,73.9369384987791,112.174553145472,112.900233469659
44.8578391196993,44.8821645433524,641.759764395793,102.477941189406,73.2183290055739,116.69747580739,115.329955874792
