OUR,ORACLE,NO-GROUP,G-LASSO,TIGER,CLIME,POET
98.1812545598319,103.923472513542,3463.2815664699,102.338155859246,133.600971673801,132.320328087275,110.388340553978
84.0982832314749,88.541901522652,3883.27256027625,101.62038359953,137.033383221428,125.204706080406,108.272516229478
90.3850530285819,85.6668747460474,3272.9031392962,101.929545512443,135.029074199019,140.412409634387,110.292057542107
102.745092498196,97.5014550374108,3453.10136576305,101.682393433034,134.650902343359,129.487626818524,113.834497691601
104.070501019686,94.5564735245596,3296.42055452569,102.014177574052,135.275943771257,130.017898750073,108.513777455224
91.1988609642686,102.427059955538,3523.68339464406,101.842334079888,134.833805253781,130.9102956447,114.017138090165
95.6250371644089,94.7434307277885,3638.63916657979,101.861778653279,134.415526640291,124.86946032529,112.422879821981
85.7469129859774,85.7469129859774,3516.74887213681,102.151807375239,137.404680111648,144.731469112737,119.901858382743
95.6971026527175,92.9103542772476,3397.66774618406,101.512630249131,134.705100385283,121.578504307725,102.395112284605
93.091634595564,93.2891159159341,3057.14133452811,102.027560483706,133.342343794452,130.426621959298,104.39153997647
99.5879058069545,97.1383240541239,3149.85018350603,101.493755238306,134.168298352393,131.672421345698,113.397226261897
98.7621193567046,100.030929798366,3449.84498372977,101.842104203253,133.771565512114,127.409645153054,105.674195402116
90.6117068659581,88.7610636072111,3307.58667321499,101.680842025185,136.185471396987,142.374859110592,117.888881867585
96.9176868562808,106.243762796696,3505.00790833248,102.180418776163,134.170590749647,143.054321087356,106.543714860071
86.173457216924,92.7205494711497,3611.76739436514,102.042348920911,136.346877997838,136.099424686222,117.701431937353
108.080122828179,92.3754689135054,3528.6813897367,101.701238805729,134.997603010026,140.584811762148,97.2192835146962
80.5322449183971,80.5322449183971,3230.93622744807,101.578543222339,137.890335458214,144.57069406288,120.02656206449
101.549117238735,101.296050886993,3443.13063963536,101.516256994635,134.827976195763,123.89415199263,108.042688035499
99.9791892086462,96.7667692167888,3649.21431129098,101.529089652588,135.858258421285,128.596001918512,109.421863047214
89.7049540680284,89.7049540680284,3639.17910032214,101.527460609296,135.175015971959,126.536626149754,110.487464514673
92.0471072564098,102.816402321808,3598.59754694636,101.73622494543,135.017694306361,124.84671719371,112.505116146233
89.9615309352157,104.088354670567,3702.25243337239,101.897253631441,134.330169867046,132.884611797453,109.129671050545
97.9517325454644,100.518066236332,3304.60710473985,101.686769578007,133.64769792243,130.891399446085,111.038674210749
100.444669890978,97.5636764061663,3573.196851123,101.60954205613,134.803843301138,123.188078246459,110.121758720519
95.2138422753768,94.7828150888424,3195.81999262772,101.790090693048,134.750705089674,143.782508355306,112.553342973698
91.112327085556,94.7054924078485,3454.77411296649,101.58724799793,135.399322999851,130.549693456177,111.729436831229
94.0701503429903,92.1805117889076,3437.14953137643,101.830256776434,136.03655409051,115.354534681793,105.985817009002
85.1385210080043,90.9604766066041,3624.81155359203,101.202157531405,136.231782356389,134.679930722761,111.222038352611
87.522497230866,88.0658893302514,3418.89458760165,101.947716734247,137.414020531092,143.958682095675,116.335504977052
83.3160326002289,86.0429601545973,3356.8623915561,101.638797256694,136.713234717368,131.618442736109,114.509891133506
107.712294776772,102.077409388586,3131.37257338638,101.753092356874,133.52820479318,136.348210837822,102.496214175812
103.245621914201,109.644154740406,3452.27178740193,101.511511838962,132.578573963254,125.450024213698,105.487617827366
85.0042860882767,86.1070876888429,3324.60673415128,101.303889920416,136.11443936189,139.627483604669,111.973436684145
107.912971474072,79.8546839862175,3512.00607309916,101.506808772698,135.115630390144,144.151096541918,104.570572180516
92.1873772347432,99.8154216910366,3710.02833071671,101.896332269936,135.184982377882,139.56238500498,111.426163548642
114.993481409669,110.270466060503,3854.20593397311,101.995172461144,132.869775960721,116.264617164727,105.658718225173
99.3719160308444,91.8625329909848,3606.63893065995,101.966420580527,136.184992198993,135.90568578665,118.664908104215
101.498073740798,92.6239578276725,3154.8657722942,101.277182385329,134.707527563483,124.619740057816,113.111856284195
103.006988934691,105.006558790965,3412.88410648335,101.900096515882,133.559486866888,116.806864171395,100.815636380619
90.9170638363499,87.5414917263494,2992.09984383842,101.758021330133,135.913393038191,136.933407293938,100.049984901795
91.5156081294234,97.6176136047452,3214.92340417909,101.615960003514,134.836215338005,132.394687749638,105.477778216118
102.846854675794,93.7380307314467,3315.5882108413,101.909769170269,134.836706433068,111.399644176727,107.225654433656
97.3543537740739,94.6816152410335,3007.93370694712,101.699084728642,134.767348368377,136.452439446868,113.816672122396
98.6147293593417,89.4041892555251,3221.52198978721,101.674217453216,136.584317122351,129.864847376196,105.885765723199
83.2023428716568,86.5502951895312,3226.51685894939,101.765628278844,137.455342743922,141.787712937511,117.696572332112
100.033580005684,83.2597204607588,3404.19114867501,101.709587253904,137.181135328174,136.664089355493,112.004654634494
89.7703240142442,94.1432722262996,3276.72055622644,102.084859017207,135.009698814405,144.856791949651,103.433064376216
99.2237616981049,91.2564234553465,3337.05225667722,101.559127498291,135.565565290512,127.882453985162,113.696241493817
