Ascending,Random,Descending
30.65576508186,31.7206024674509,30.4307826414875
30.8686115878943,39.0888812474087,30.4940269942446
30.5805539896301,29.4657801015123,33.7360049085195
35.6968879235085,29.7449296302456,30.63968571832
31.123449926055,32.8547498605125,31.123449926055
31.0948274188159,32.9376503160601,33.5728863583002
31.6307950916659,31.8113491066641,34.5017363496455
32.6192936363778,31.875953007347,32.6192936363778
32.940780284248,30.898846770575,31.011005299705
32.0371178675522,36.2239961311468,32.1109029868308
31.7458220920403,30.6611200895251,31.3811815189867
30.9636137765961,39.2653694941965,30.8949130954444
31.8940691517877,37.0218540953598,31.2723140256049
30.9362841176999,31.096086555453,35.5227070299408
31.7120683232776,31.1481713898499,33.5675316895056
30.0730494678772,37.9003775713564,30.0730494678772
30.6030428943581,30.8112936002414,36.0396472406429
32.181828995189,39.0976296741961,32.181828995189
30.9666673114897,36.2195357557309,32.9550543261112
36.1451735060016,31.3016019854288,36.0671633526085
31.311139205606,31.0656996344536,31.311139205606
32.4606819364278,32.2548313617103,32.6492155615642
31.215585045706,30.6504258881822,31.215585045706
31.2225410171688,37.5718234263246,36.7786535448854
30.3835667037616,29.8645519187584,31.6620404103674
31.1752626568921,31.0941480922009,30.7424447379212
31.8138639101524,34.006409239648,31.8138639101524
31.2117403072038,30.7289379961108,32.7121698341225
34.8091510839414,38.1515657010259,31.0658298704285
31.2162906656109,37.6750217587865,31.2162906656109
31.8085862990377,35.966898592514,30.5302206371505
35.4249868839267,29.9907525999006,33.2255297515026
30.3393373562414,29.6662827879797,30.3393373562414
31.5063729900254,36.8840637076048,31.5063729900254
32.1288847053102,32.4930388910669,32.2270478906104
1.99048835346916,2.79128821271409,2.06154942546214
