OUR,NO-GROUP,SAMPLE,G-LASSO,TIGER,CLIME,POET
114.046366638987,188.429388685005,2800.61045107754,258.54313871082,253.160369276933,244.357158477264,282.687343230768
110.281328275024,199.897328896417,2915.70484307502,258.359774949742,250.534302095124,254.150811119359,283.421149673546
110.411818868222,204.907212177633,2933.22603092892,258.396941547211,247.435071611433,251.454702862535,283.17156917724
113.122088044114,207.139818333629,2672.86284094592,258.493162891853,245.584742612273,248.900031361738,282.213221364986
113.483047969485,201.593072853984,3136.9821834013,258.468719545791,252.603631179018,244.145434494226,281.139499750988
109.874736325488,198.838314347153,2733.22560928407,258.293465597399,254.372976840694,245.493625566557,283.107061065409
110.617029822385,187.097471116835,2505.77937601333,258.366000244916,252.782109359431,229.789289206188,281.999301086172
113.523454201559,191.80430277964,2720.54969949992,258.458550819345,250.782887699897,242.268298707967,282.543445996366
113.58856902278,203.253988380398,2718.86557303668,258.528332007974,247.926861980682,241.148789790654,282.130561899872
112.197291436223,202.804459957626,2709.04457617207,258.467194856873,250.097088712597,233.433372092528,282.92323374265
111.762290672663,198.933433831148,3068.74019626649,258.402995057485,248.926673524387,232.860804862056,282.463478569795
111.953060842274,192.565009963376,2519.84348806475,258.394987786066,247.553009749279,246.024053251915,282.894537208171
112.266302079696,193.991990121877,2960.6112165753,258.397345468546,249.963723633621,236.240225102557,282.070436528054
114.174876287447,200.94906725641,2658.91089273643,258.473583165739,251.276536456816,244.821804406626,281.323831513403
110.592327170147,193.152920999393,2958.83994896628,258.36554784546,252.241140718739,242.144097480044,282.575346003724
112.932312559548,195.934838163303,3193.66189001517,258.460163003847,248.478008242658,235.819590975459,283.024921155836
114.743064621569,191.537699491001,2534.33946581227,258.604376626308,250.89794725899,244.000144937636,283.410382954854
110.12840180671,202.815775491642,3257.88116762488,258.337326738391,254.682587950373,229.263842952091,282.479329402453
111.828853711379,189.954945979911,3196.67153822987,258.393422526542,253.698699286746,252.721623637118,283.540284863611
109.307066672703,196.931654244706,2980.83865226117,258.318075392414,250.715665031411,243.343840079193,283.563837150609
111.759125924643,192.812085171263,2863.5611952695,258.385285744946,248.13193884686,253.667122728704,283.233463081382
111.028929879686,201.39869974834,2589.53241992262,258.355626057097,246.860405996125,239.232955341799,282.945802924479
111.779383488359,203.958379143264,3238.58299486586,258.396389865039,251.727024979642,233.655154315707,282.914258199568
112.773483276823,190.1212164423,3342.98655026441,258.487781992585,250.187421787947,251.511607877224,283.990624780644
114.099583721913,191.119678680932,2557.36652476025,258.486632558075,250.693911871927,243.337990320972,282.942061177456
112.702099979392,193.206687750012,2885.22948212205,258.421012197413,249.177743880177,247.653277779707,282.365062848972
112.448197271362,188.731459958431,3128.56168852321,258.437114349796,250.569883468439,248.298205553192,283.17203059407
112.137773668107,203.363597352208,3169.54629230218,258.429976883835,245.260754687414,256.97987387838,283.400340323367
109.105394701911,208.209702046935,3277.56361612473,258.322395111082,248.907009304135,238.343763703653,282.637694556133
113.225562374492,210.21358872093,3013.19859643864,258.469907665552,253.288911238896,237.875861343584,282.068948565563
113.05081441737,202.236103101058,3063.12988739474,258.417588351539,246.169937965169,238.311428328761,282.704148862889
111.605135644553,201.712758067486,2812.88059495187,258.386493745013,246.744679634951,240.369692336167,281.876899286141
112.117824366936,203.210680298897,2554.18397521453,258.447949968211,249.227658418312,258.534525626005,282.096380635029
109.408671534225,201.975259245631,2593.30723540967,258.289440573007,248.181653647954,232.010195517914,283.116995546687
114.666916001762,184.671392286283,2586.79683042335,258.567123542761,252.928685833162,242.583077108558,281.908024540228
112.808542800232,203.553599358925,2758.26294427092,258.44421620789,243.85675770053,245.824435053619,283.389899867268
112.723103149731,186.378449047744,3114.42816679258,258.438564722091,253.54441446806,241.76597940658,282.528363190662
109.870098010423,202.633510899252,2935.36758470234,258.300194608695,243.782277828252,236.715216626402,283.081676698248
112.533015347334,202.22862904961,3012.78367884863,258.414644048936,254.224233081754,243.818597262458,282.680645075941
112.51959560413,200.456352737705,2503.84990360643,258.428602079136,245.68323403288,241.262351105461,283.65426930807
112.285049575991,201.863804932429,2841.41995879923,258.439123897633,246.977266414924,234.286572776462,283.077418737422
112.362155189384,195.23734330433,2817.58222866676,258.420926011738,247.136450042044,242.520613170602,284.136201047884
111.630580249586,189.194717141132,2620.99072049808,258.439015865894,250.701864113733,255.211310485122,283.14406463809
110.945070707421,189.770207940759,2634.92741876761,258.384825595971,249.930487370064,250.799683933498,282.991305425962
112.750513370202,198.276294473338,3112.39618391233,258.468645203045,248.40216044643,255.05426489547,282.949851156397
109.383290324152,197.846465645389,3924.96683575362,258.31299400842,249.774899409081,250.640418803062,282.005700377105
112.351783272584,192.986080483771,2732.29151352039,258.445143152288,254.934664166107,236.00597474057,283.232642402265
114.126148494609,186.612089119234,2599.1906245358,258.474926092143,253.347626841314,262.506292321503,282.762034199602
112.84585302369,204.396992122317,2808.69924904255,258.465080070105,247.534936139425,246.185308759366,282.608405807234
110.971291470213,184.456760030696,3099.89268718482,258.391967270962,253.187319593308,234.539401252946,283.022435106927
111.334765300833,202.737897494776,2786.55099961827,258.422696765849,245.396999595341,236.692230894421,282.761425284225
110.951975722151,202.403393332566,2817.5270421418,258.397803547829,244.386120102702,264.75873726955,283.346970510466
111.520787195317,197.456230940704,2674.86060771686,258.432228532747,250.024931015255,251.970800008481,282.877605204197
113.412172054867,204.824890012498,2656.4369694577,258.488964771818,251.829072674874,247.866927611853,282.203196261779
112.00734234939,205.407138291891,3574.50842784697,258.431743505122,248.334695242444,238.976975187073,282.893357619798
110.571589402076,204.978868799463,3157.83461590154,258.329344594812,250.424487491272,232.856064863257,283.241401782111
111.335959290619,200.805024115757,2838.20043018467,258.450824184108,249.209872144081,240.658841443331,282.98001511393
111.579133738481,196.970943029072,2926.42026700163,258.38604034932,250.895463396927,234.527887270805,283.197628930643
112.371369639664,190.818837588801,2868.46543207103,258.457918023632,252.195485500284,231.154537105369,282.550277335595
113.446637922802,190.228709112263,3011.91923754992,258.516760887097,252.910210760023,232.10535398486,283.197240254632
109.816299193427,193.255007393478,3063.08628217899,258.353321160567,249.679402898731,239.529607286193,283.546388653222
112.056146072618,188.904848040734,2803.54213115841,258.438111223698,253.122716198811,240.221494630247,282.474124334108
111.759542648161,198.662644278877,2932.99032835606,258.392515000871,247.573132518035,261.866800898891,283.38103183152
111.333258966892,180.475009927927,2660.7334069907,258.402862554588,249.036134312972,235.047617462925,283.51226302707
112.88867485635,197.979046097146,2658.91295255485,258.468949588624,248.055538122416,235.803959444175,282.96571310958
111.871702236547,207.823713563068,3329.86759140696,258.408689799396,250.808220639908,241.014439241501,281.81979322882
111.657555786343,207.0447874026,3637.02361498927,258.405785045778,250.08833446362,235.828992841753,281.428717420459
111.892194615482,191.133408376274,2944.90599597032,258.369926904527,248.957456669755,258.624277719832,283.051277636626
110.567962878442,209.667035701367,3526.73405224682,258.385713593475,251.058601386145,238.786749832517,282.90420689122
111.780003320504,199.825385455242,3146.64796925256,258.423821977626,248.88839430631,238.139858905369,283.277223166439
114.375079840414,206.015007080784,2746.76025062357,258.540340556188,250.828288678484,242.579047687493,280.862516841959
110.382329584272,199.719900757813,3413.20015696835,258.363102210713,250.646279897879,233.977873290613,282.878309526655
110.993293830935,207.418594017765,2537.58486100236,258.397703794984,250.895178729308,252.274774491793,281.714992785406
109.948911628694,194.031843115133,2822.36870477328,258.353513953033,248.788261717245,253.153357979253,283.185223264397
110.822281028335,201.561571221432,3492.10730606947,258.384633562375,249.729582379273,244.900370638583,283.574199833492
111.783097092394,196.050556050483,2958.84093080195,258.387430444623,250.144859832588,243.411792564775,281.752266500402
111.520902741844,208.121496299234,2837.26759004984,258.445709767816,251.840440488947,245.362642156801,282.264229390283
113.07279320968,192.419682029312,2574.1170694944,258.478995097783,247.778310635693,240.444758390778,283.137549398395
110.258019301735,207.465161044804,3563.2290909233,258.343097453413,251.617149268967,240.309408665885,282.646572551438
111.081293178044,201.965804609009,2858.22206312574,258.422330081005,251.145966763021,245.956336726047,283.175946634452
112.186390907787,200.404251529036,3189.99171691848,258.449059761803,250.768786982656,237.957879856965,282.846614391628
110.807078319831,198.176809815339,3209.62696808504,258.356172588425,248.05340941504,242.120940067304,283.160179956767
112.145298484138,207.020183774412,3229.47943226649,258.450435057843,253.140710614089,235.871282108354,282.454467558007
111.503932352633,193.074230332724,2877.35782040155,258.473758832092,249.648846802456,246.317440419401,283.075597324041
111.81538388536,191.815211904944,3101.5616490594,258.428947250749,251.13497717538,231.980665763164,283.298094739479
111.213339857291,203.395695454306,2666.36498006942,258.379478655042,255.333447147871,247.309622284395,282.037909379474
111.217849050032,198.420973140571,3216.04790187197,258.411567103911,248.449474223889,243.366026399104,283.113517567126
113.101251054699,189.253912122443,3045.37833573033,258.515821764448,253.817209254212,243.443879395594,283.422899924133
113.869524887055,187.700012673412,2762.51659309324,258.499907020081,249.924403044072,238.794210515001,282.488066123027
109.027661438322,193.55682382248,2814.06257529402,258.313696714773,249.706722463937,251.504126128711,282.88071678369
111.261717188137,192.393403658914,2575.68094423783,258.340105601306,248.390879672947,235.680290237159,282.991159933001
112.826461254618,195.819518281421,2874.01529938351,258.452497287323,247.67303665538,239.373830239374,283.616295593875
112.02159216558,194.858162223095,3196.3098402316,258.470330859599,252.512208972696,239.610527803114,283.394612155067
111.28981215907,194.03792367652,2866.41096314553,258.397813535438,251.019451001074,236.753131061306,283.624833043426
111.206528052498,205.887373699407,3166.11768468501,258.452340282013,248.35917252177,242.232203147531,282.014629782575
111.277460730611,190.240984348879,2726.25613887119,258.406904013983,257.688821359933,245.824300336896,283.206128005441
110.261750073993,198.947592523643,2453.70699362322,258.330011248873,248.344982070006,239.250111522328,283.744372126949
113.285625853239,195.631030202994,2685.19815060124,258.499028357226,245.30331697987,231.60081419538,283.916285445809
111.813168412224,209.216580294346,2914.77173201924,258.434087727067,249.046164227765,232.523561643684,282.369802685627
110.698479723974,199.795946838647,3049.155806816,258.378979806764,250.741544187999,239.716649758359,282.060796089951
112.21977678312,203.800324685424,2820.62948262921,258.419322932558,252.585869393554,236.075869416803,283.123689272149
114.202978907988,199.857903808095,2637.74786338652,258.530848728872,248.479521118892,246.881967329606,282.70374613557
112.367782856007,202.648953648663,2839.35955216157,258.416309738416,247.78478286006,247.074088395804,282.851604909701
113.193483829017,201.433569183088,2544.10757020983,258.52284136889,252.33324635665,259.514326349676,282.507021056425
113.32926766539,210.862776106071,2880.59055812101,258.478199530286,246.799616676214,253.430948177473,281.873980582824
111.725656817013,193.385099960449,2985.71715301374,258.418013549091,252.85248702479,231.852053798298,283.286769413026
113.854205369375,189.589440959169,2987.15376088552,258.544099979405,253.980885401254,242.013433465316,283.654887044885
111.716565068425,209.754739376636,2890.81650661785,258.450994746186,250.50758807469,240.027367530146,281.973147437573
112.315618038692,199.424628407349,2854.43329235359,258.451479419699,251.292650834348,243.714771160851,283.063288492984
109.835143015602,196.137782128976,2664.54874371174,258.263826756835,249.584177481544,243.2118718396,283.887058285313
110.873656008676,202.294974188646,2669.29627808654,258.396322635168,249.487045503227,240.215826754495,282.589411676041
112.96028294579,192.412683766673,3210.3587966537,258.483644458665,251.437841889612,244.606652867646,283.199937174953
110.327317477192,201.280087414341,3204.87513017543,258.350700113523,251.130695784392,247.970118451223,283.137643000389
111.591786412612,204.606369349854,2807.09167280784,258.392703445997,245.887990424448,252.036312349366,282.558740115868
112.352797141953,197.189015255239,2989.88515411205,258.41057178022,249.521003454416,240.216726669497,283.016523157789
113.719060680899,197.759226262614,2601.73109366488,258.523860944533,252.140338219118,249.168351028364,282.753261981773
111.885828156166,195.096131238691,3080.66343953529,258.394152700351,246.84029547187,247.766810618707,282.578058006497
111.993459078095,198.245592479616,2775.74469417141,258.407007035656,243.760837226657,243.466002834326,284.089652590311
110.607578798843,209.09282984098,3146.18919201749,258.336756013956,247.139484685078,258.093588792987,282.866156969176
110.723709188179,188.904493950681,2644.31834211451,258.363019887019,248.545289432809,240.06801743534,283.36530293569
113.340678203019,204.80876925433,3017.24624915174,258.436143403342,246.244874674626,238.641476480763,282.999301249948
113.213129843819,209.283832060836,3162.84732023118,258.468973075718,251.145769302959,236.572342984953,282.283851269726
113.654684618554,191.54935185909,2561.84645897083,258.494739627905,253.393573792725,244.526725985214,282.673858690541
111.293588904325,183.49048992937,2731.01676378374,258.384738968124,250.440782607549,236.488306648798,283.520699166773
110.893388339191,191.426228791627,2838.51669400717,258.393964618317,251.958506321038,251.313316702679,282.73284245151
111.114349587207,211.782566372426,3231.79834334096,258.35812213415,246.236760576261,255.540919139126,282.589452949998
109.05503248953,217.483187875956,2976.67887781116,258.298101200213,246.58656605807,235.159250963324,282.53368440517
112.849189583812,193.566785235857,2974.09775826683,258.482978760508,245.482208163826,256.619181253404,283.309600055305
111.905952935866,197.340125788119,2922.53463233565,258.423562901508,249.739803363681,242.675454332965,282.914660853125
1.27997141048664,7.11926559235357,259.975847145012,0.0620590009230935,2.64058562182158,7.37843440331913,0.601814102846459
