OUR,NO-GROUP,G-LASSO,TIGER,CLIME,POET
127.788077734977,708.114537862316,303.366441836889,307.505621141696,306.611116224921,334.722692274872
129.933675139658,674.905608928348,303.328944658222,312.480694952937,293.110938254242,334.758584754193
124.136422834763,755.478008089588,303.171106038235,314.995528578649,309.838520513174,332.494353952319
128.526410402739,740.297041576671,303.330660833248,308.060503619337,289.540737397105,334.629977529063
129.547862418765,733.399123911829,303.36148815855,313.593501659673,305.616503884439,334.463174156067
128.311074136827,693.021069884677,303.301825655486,309.848414142583,319.056984975367,334.492609469109
131.471595086047,702.414838653843,303.496648184992,310.630757708629,299.330260450262,334.893431239732
128.815651192966,714.334263820631,303.345466729869,310.164412822027,294.839176683222,334.263553863985
127.334069510843,704.45536674019,303.282463811471,313.284392084586,301.703491256713,333.955820886389
127.358460242786,692.608806083652,303.251755815255,315.559258466653,293.227350869132,335.128477584766
130.029198363946,685.404603146393,303.368683467466,312.883152919611,311.966872979556,334.400042530311
131.365420596568,669.000380880114,303.390141133248,311.709029255115,302.112086023036,335.738634175676
128.283472785584,742.610237174249,303.352352464336,311.196903574844,295.714220062217,334.295974552119
129.18225217562,672.228874191917,303.392388708809,309.721104266042,304.924925923317,335.7941753723
127.791845314785,699.817168928161,303.267260545949,309.20203576376,302.808280488228,334.612731424638
126.670971784832,717.100517334641,303.243455904219,307.045145324108,302.774619794612,335.042628663079
130.414121452461,676.074911827969,303.37324547783,308.340490353621,316.651932230464,334.080495522552
128.185806348854,683.377997074493,303.292557412623,309.236184865027,297.450964428763,335.409516060009
128.510779117353,672.261926801013,303.318539451633,312.048248804029,306.681636292521,335.086923352826
128.979888495394,700.16380396708,303.364981451072,311.044487088168,290.811938942259,334.816393245168
128.623102933677,724.846921665039,303.362822744791,305.736472447968,294.838164901878,335.05827983091
127.966296231275,655.231688860986,303.262427518705,313.712268229445,301.185199183196,334.800635639562
127.81184856272,744.872862071249,303.32715154546,309.881491674494,289.418795120327,334.01601139448
127.651156920891,703.099710937595,303.271806561763,310.869919110048,305.464244433394,335.004073613719
127.920860763893,671.224632150002,303.294543173006,309.553440011455,300.46121031306,335.074932740395
128.5914025386,705.302405801207,303.294297534444,312.79762684022,292.654058734366,335.048853400149
129.671051068814,703.258867150516,303.429961511813,313.566475188141,295.466126095171,334.752347102348
130.440490346148,720.811699657921,303.385075646593,311.609945427754,316.494810627777,334.745692019621
127.879289375465,710.555173781586,303.328432227962,311.251075726531,312.899490589372,334.525510472879
128.853303531944,648.073008994399,303.337554668252,314.768900898822,306.779621278818,335.357768492942
127.938438044179,754.532801548396,303.281769917363,308.391094798462,294.998379746911,333.972790926459
130.458690896353,710.39710975086,303.412685379856,309.751011102892,293.872247350924,334.422804853397
127.747825739382,706.637939998278,303.3059859267,311.556562159969,303.173366787052,334.500393700395
126.63588208455,751.494541141461,303.270039029152,309.535758255132,299.131185321314,334.545256606627
128.312655231932,810.579112147265,303.369461446286,311.916368577675,287.309361564403,333.073666106962
129.954085689365,720.249374982363,303.43209097901,309.621127882091,318.160486191549,334.732274938978
126.907553006143,680.39879098855,303.218979091982,309.802874720794,291.703860479939,335.059162793178
129.901619283799,695.5357559711,303.454367355042,313.933009303719,300.603302865682,334.643165760643
127.894606932015,700.570730000217,303.288289246503,307.585295759276,304.959257241098,334.914204386009
128.208199799163,691.328447662264,303.289166986668,308.382883343275,301.300030779458,334.62040116256
130.171438354311,754.392103130425,303.371709501739,309.66170736547,303.393611014093,333.978939523891
129.488011875025,737.792128091175,303.42067136538,313.370383274156,289.014081540664,333.642306089033
125.937664176229,701.917450139339,303.210695806187,313.019093883185,300.665858554454,334.491078345602
127.285334990046,682.748939906068,303.266947787313,314.779927753062,309.385918755755,334.006335220197
127.993837947209,693.878644618141,303.303660561087,310.28172645213,302.166457240445,334.556577974024
132.728696732662,761.094056398562,303.478952854444,304.631808872455,304.767823011585,334.774729664916
128.184116363491,734.360050440438,303.363358450034,309.774567888955,300.32064783986,334.440609789183
128.532524204768,706.004999721336,303.309604030899,312.666082169338,287.365243130222,334.308514982466
128.098223073258,751.453587235206,303.319086266581,307.626557043905,304.39871192569,333.965895341095
128.479557574964,730.517660590126,303.307108351118,308.308378789799,299.233291193864,334.507627469814
130.469928251433,759.293173737079,303.410438191421,309.751234864661,313.443489178389,333.290030856416
127.538402139499,710.626303517052,303.243349464721,311.84952632378,308.203667722484,334.578680185239
128.793501488127,720.938646544769,303.311287226428,307.758040506631,297.150780735021,333.906849449739
131.309950899003,688.706568375114,303.503549692477,310.228780900094,306.413186815052,334.978231998425
125.726434867083,707.467793489751,303.218806859902,311.686037333043,300.426837142294,333.864333351367
126.591989908156,720.776276092218,303.23408867993,312.841521993905,298.347779071905,334.73247760719
126.18470294484,678.211612524886,303.232221314984,312.105416572304,291.655095983384,335.339426964179
127.367496321718,733.374665953828,303.274004426292,312.014011022177,300.97517343695,334.670270046998
127.573148009521,707.099575556004,303.266874458832,311.180204770051,297.594477424539,334.619054071865
130.473331684302,718.422203838946,303.374881358474,309.466599676215,292.935076987941,334.005975808222
130.32633438023,667.888914889287,303.450264920426,310.734021932099,302.520747374476,336.210434070593
132.885927577633,698.707489210465,303.468781978318,309.555458259585,302.789697036263,334.562632290237
129.183833810211,687.302153394966,303.346422120803,310.04545417251,314.257067381497,334.770339412219
128.540360749685,674.585392529305,303.318685328229,312.424103631329,298.109940160228,334.777692143295
128.979546532612,722.165936889656,303.35378011143,306.107559322304,295.756999356147,335.887911433076
125.377269000133,724.005311083002,303.215104077035,311.666766902151,297.118888356222,333.988592729066
129.75923851883,758.540959073989,303.354505281412,312.55634691758,291.849460242644,333.724977650452
129.42568641273,753.186073814707,303.368397390926,306.892304970697,295.645335896215,334.605251958782
129.870176499489,717.692053027586,303.34824250323,308.823289723565,306.264552337452,333.557464557387
129.539132888558,733.226983778697,303.373460858864,310.000067954715,307.035003305193,334.350020057404
127.200706476943,725.127228468542,303.262878427144,309.842436608771,297.132485730199,334.700513605177
130.885595086238,689.403837290505,303.517646896012,313.580803860877,302.701171982307,334.273561846712
129.623379278918,709.510365246171,303.344104658997,305.886614135643,309.530057079995,335.388100338846
127.902919495917,674.133284034285,303.292548761808,315.488436149118,293.176187078986,334.755164248174
125.508454546228,756.743759863121,303.190873297593,310.7856015353,295.169649236806,334.540248034145
129.044490663444,687.21075555864,303.329749883251,316.498805134269,295.908885042957,333.717704861824
129.063211202335,710.970622750913,303.30300411896,309.217258069579,298.964016159335,334.992036001687
129.803451618014,727.344460473363,303.398618878361,309.947781754013,294.777384816034,334.739006348709
127.89711291586,692.935713129652,303.258115709213,310.827147591684,324.241881977296,335.402702026275
129.176869647937,694.574357568554,303.387570833532,313.563772727319,301.839555331762,335.00097195273
130.023158008563,673.356246756733,303.310224833986,309.791151420923,303.847976450601,335.296051143921
130.492307338722,719.661894008366,303.407999667053,309.957998249465,312.203252352096,334.610080034618
125.909978562644,697.831072115964,303.217866296049,310.376395638373,304.26815803896,334.840962768146
128.859942907435,704.004802602917,303.368476175201,311.331562896126,294.138043203343,334.372302454556
131.137207190532,692.377783339507,303.394503601051,310.507931344127,289.67344063482,334.763693079628
128.950381758596,716.044268421175,303.369541667773,307.815956253508,303.052203443034,334.257451744825
126.341168034443,691.36452965595,303.29217034357,314.055785785768,303.229009748065,335.390246479738
127.588822492047,707.364168309755,303.340642425876,308.220138369125,309.564350190738,334.762928314964
126.925619353598,736.068951948412,303.320243314829,308.79697545352,313.447995386946,334.863980780275
129.960547557489,701.593184149111,303.336217568267,314.155308813319,306.975912492082,334.461791069561
131.573808976648,767.847411378114,303.425923950194,310.472853746461,298.980736726883,334.203470397936
127.127637228718,714.502305581746,303.299068036421,309.115671647721,306.467918762752,334.468316318392
126.587173758739,687.971064579656,303.213581234807,313.319312517825,289.562878368717,334.76439137713
127.247075135093,729.788697811744,303.350901856736,310.356375215648,310.903254003474,334.83543533897
128.66847267069,678.115760219647,303.307034672746,313.282360628807,297.763347868566,335.135904360745
127.060227440055,734.774023937854,303.328363291497,311.903493805803,289.484451439122,334.236528331673
130.894024250864,707.379078980155,303.454571528342,310.942558567556,301.840792890725,334.086181694168
127.82159367583,678.761700267519,303.314115704454,315.37509206003,322.292015608153,334.603356040298
128.81888799961,708.245526395904,303.356524066753,312.525935355706,291.123245344621,334.168211044062
130.043103969528,712.706256554364,303.364516178016,308.399647084173,318.145599156688,334.918928505592
128.606696987714,695.318295042838,303.308764924405,310.443945526279,288.575749004257,335.250967257873
128.432427590409,750.656534033955,303.377725984847,311.707984080785,308.136849923938,333.893112200619
130.086485866869,742.947044129187,303.336116838201,314.691511711811,301.069840831904,333.02675458166
128.544113997285,742.122028861446,303.316681214711,312.014664173349,298.908575001962,333.274272417633
127.691832848345,686.522728457194,303.27767139064,312.984245391495,300.051782276968,335.382801389726
128.679531171824,698.9313282459,303.3087274174,313.662493587523,313.131102360394,334.375491341349
128.586998060053,714.531549429243,303.310984513453,314.01228901498,294.092630412826,334.048100703568
130.255054043605,792.770744070605,303.443504259058,311.81856319648,303.122220071507,332.391974699769
129.615385938521,688.624161507749,303.342808899027,311.040167083013,307.59425871638,334.891469403687
129.090798736499,742.413970044557,303.375702474519,308.548490418071,297.406644877175,333.754474197377
126.928769458806,672.303121473195,303.254220151442,312.394446621259,299.954387314337,334.497206150106
130.389443714949,689.579694151313,303.366358622464,308.115987876537,297.611096153152,335.447136767843
129.032519048345,720.173067702911,303.323306727231,312.863301647121,304.731691084761,333.956558234792
127.685254151035,715.265673451885,303.346767563913,312.523760973535,289.029720122705,334.410545224297
129.85323679387,694.677788046096,303.406793240104,311.093404272865,318.678258271823,334.490648327352
126.326057918331,716.789401834973,303.213754733365,310.427108252815,299.753867064569,333.930272094141
130.368126046994,687.761580090129,303.407555886781,310.889491634058,299.093908712421,334.424166232919
129.090715117432,719.199242195986,303.353866096483,311.835954979199,293.160042387442,333.927790816923
129.388805274467,710.970730075734,303.309292956844,310.770660085068,308.36410782252,334.559821474379
129.731054892168,745.910390579339,303.361567102944,311.699080824275,308.508322779753,333.644091460652
127.798505687929,693.018886796746,303.335713732737,310.616256945243,308.746024073187,334.396433499042
127.494601704986,720.126015064033,303.343418370452,314.608433139737,287.707203832412,334.557189856692
128.750064568315,712.203555226807,303.281942619368,314.085350410128,312.913239332397,334.576105296256
128.944838040246,713.75333453975,303.343929339256,311.18807678811,300.982970844147,334.445253629896
130.415533020295,665.956096412452,303.424311470759,308.042085107749,292.894261839718,335.377409474727
130.04206391858,722.150112780853,303.394626118017,312.260011660348,297.36805597404,333.747501120677
126.92660569841,718.750220283242,303.225081227591,313.742862126279,301.436809671662,334.159218721971
128.230811828851,706.448870073878,303.281822434153,313.012803263257,294.788153248617,335.067074920594
127.807725326978,736.600326188706,303.356559932258,309.63036139007,291.8641031091,334.922766361504
129.418822147201,700.228476254406,303.396379085268,310.436736999957,297.742576171111,334.834208484427
127.028693980931,670.031384915034,303.273184314202,310.254214692382,303.17924646991,335.058125111331
128.29649182971,778.651741211556,303.32628089358,310.948999407066,287.136454082261,333.914052293319
129.266960403315,667.701686888829,303.318741527859,311.974647511446,300.305565881088,334.666341592963
125.140527572102,658.131167208279,303.205678746208,311.175494116361,311.988785284017,335.242259253441
131.689275666707,726.729997471418,303.446391172272,310.400576119435,316.614763626764,335.301401309072
127.943639507047,735.095034422254,303.360740759762,310.81515674426,315.957058677938,334.01422628156
128.145804275657,756.296569913902,303.274726009726,310.669803229602,304.767665845146,333.775342185798
128.109126620613,685.082670745698,303.328660619729,311.506338259106,297.087360731366,335.118825800597
131.442977112971,691.483796123639,303.425190558445,307.757897991829,308.837737948116,335.279807608231
129.99017808228,705.991014263188,303.367319904773,310.319170142423,307.511108631967,334.054513950498
130.029967725683,752.47553180905,303.416532381512,311.886389591138,314.801733307932,334.54302557079
128.808351508951,757.187109046602,303.376230871183,306.390169094707,299.294031209531,333.503377950003
128.927072799942,685.276457158034,303.347253778971,313.296582412168,297.307738282645,334.912715083027
130.49148273312,658.721870328639,303.474539495411,311.953232665402,298.197821363123,335.970383534223
128.200927576568,756.431170775699,303.335967405036,311.559442401514,291.583298326621,333.819660747208
129.469649849277,745.740839799223,303.383719470136,309.249744521998,314.593975385541,334.532364423555
126.77155638445,670.993594832993,303.179464174038,309.847151116856,299.886531430455,335.254774702017
127.424716198594,750.823093167992,303.329702026164,313.80206407736,313.933382693011,334.074967466669
132.194389946938,690.24016805057,303.441487643817,311.614910141567,306.16613121244,335.185049514131
126.526336430751,712.761438349934,303.238279828439,312.351235388355,301.668293615676,334.317201796718
128.984357533908,667.221197504866,303.317325008519,312.357684110321,309.061973607073,334.328745118092
130.8124325767,732.228711098393,303.347649034916,309.115200571175,296.371697349682,334.676208296102
133.310002563547,672.773637406823,303.510242383944,312.191395008745,297.11887109421,334.542782594676
131.111228794609,732.075570536741,303.326096777804,309.763014154154,302.972930260798,334.641829903011
128.485665395561,709.055554319967,303.337300748393,307.594131274881,305.19913981723,335.059524840348
127.560539737259,729.958599266192,303.283379670717,308.636679042379,310.276262856585,334.307152371205
128.478754905885,696.964021588291,303.272997220347,311.744571981333,304.301733269104,334.400051158041
129.182200640748,750.559654944764,303.35131175309,306.380516331479,294.093146623609,333.96314406497
131.888250111371,759.716696495744,303.451157033019,313.033778022853,310.545671866046,334.031394928284
128.225495967118,684.500630313224,303.379298511734,314.703570016373,290.97894059708,334.909952258671
128.507545652146,655.553513679919,303.285519906316,310.496805839666,297.986058976842,335.393724072403
127.970637034359,682.447525966155,303.288096220072,315.24294289345,289.539301260517,333.73609377591
126.835319552617,741.589764668811,303.236404392229,314.465729405889,310.286129464708,333.557532693022
125.072968088271,740.403498616095,303.20408022373,307.260947404326,312.713761094754,334.309015211124
129.402876982209,745.730565826779,303.36676795688,307.83362350748,303.661203695477,334.718384473611
128.778348894362,709.508702964076,303.338088416502,310.903400944817,301.866255324634,334.584059064154
1.57108293683841,29.4814469479712,0.0705812022596507,2.25613841368201,8.09622142208369,0.614225600088531
