V1,V2,V3,V4,V5,V6,V7,V8
26.8482621881149,24.3523195984992,117.589306927989,386.870931395367,71.3087189754493,27.5432775635325,68.2217115696776,84.025987234843
24.4621596524062,24.4670610874862,115.586613442972,379.484627218656,71.1577342018235,26.7824661623989,67.8425649145112,80.751290202987
24.1104032715933,24.1308520706749,114.333256860661,390.964226968453,71.2658474670769,27.0318341366699,62.368976710295,83.5382373189513
24.8384768524379,24.8185486774341,112.988734855743,381.088348085488,71.4636529521292,28.4845683328413,72.9524066460552,79.9863341521884
25.4391727516297,25.4379750748822,109.213911826531,349.604965669474,71.2860776921921,27.3459477821385,64.9797304205192,78.8622485027763
25.3894531439529,25.3882915638462,116.310530461244,373.767904540658,71.4016328306437,28.0771437740137,62.0704590244461,82.4516028487662
27.2361042003879,24.6510908650856,108.622043278631,373.739959766511,71.2963921568424,27.4040809351643,68.8392275368165,80.6189141075583
27.48530110191,25.0689074155837,108.399669598155,381.561779040554,71.4912641208393,28.7539007445173,66.2661375488915,85.4056892121741
24.8335761696619,24.7822666808108,111.594713478031,372.750792647321,71.2663106914491,27.1784701580864,69.8720427441408,81.0222974786936
24.466290313156,24.5310293448991,115.970703560026,379.320810525457,71.2465237586718,26.8134244245397,59.7183169956359,69.9454922400485
24.6096712451173,24.536077601808,112.028574152736,350.983021815157,71.2039422606686,26.934098625638,61.3923897575445,72.8954825313554
23.9465862786603,23.9501326572745,113.487529174859,390.482130433497,71.2199170319719,26.9557895566804,73.2833730663941,80.5822037855295
24.5336464752918,24.5493207389843,108.988353592541,393.399418815908,71.1738317085743,26.3112502862036,57.5662034894196,81.9057749256386
27.9658226034491,25.7466364072127,113.098453308228,366.209258195754,71.5063698977642,28.8662934562652,65.4142014719035,82.8098435830689
24.6691895393042,24.6691895393042,113.494885440218,408.758038359319,71.3692962724567,27.8794992042244,54.796952700733,84.9495120075239
25.0283668229872,25.0750946049649,112.78262154836,373.740597233129,71.47418631215,28.6058657728566,66.8816120510199,85.6985641159763
24.5673786399541,24.4453986536856,115.144711389612,381.152109650433,71.190576168018,26.8860133878861,65.441823484082,78.1388082733377
24.7021720681083,24.7128351066848,115.287011423599,369.999315873395,71.2211695037042,27.0867902070977,70.9126861626449,80.4407920548233
