OUR,ORACLE,NO-GROUP,G-LASSO,TIGER,CLIME,POET
96.800969852844,116.798547448036,3825.27968383,120.746993701237,150.962003651846,157.813883753282,147.46147813145
101.704870470661,115.651969451285,3818.11257228992,120.737869244921,151.192728845137,158.258335116632,147.23895081975
105.982040397407,126.0537203694,3887.1540270948,120.890471981774,150.694772266353,157.08780967395,146.521618986649
118.82901610262,133.732771538316,3829.89437685158,120.908565484728,150.143763114872,156.652470632957,146.182614967761
103.175046258588,126.019064394162,3958.65360125802,121.056474466475,150.886480953805,157.482906729157,146.897291761271
104.369787021927,124.201921808056,3650.77851741329,120.824691232739,150.514459407936,157.326420364598,146.816428190476
116.734470042519,128.331527570029,3783.23878273668,120.975148680996,150.510689460138,158.645776366951,146.470921367852
108.95623041376,113.110720725056,3732.1687057581,120.875840974716,151.159672701084,157.398635665101,147.189102056483
107.400088469381,126.96946882379,3955.14483574312,120.713147663167,150.154932923839,157.258468941901,146.061753145791
129.258881726006,123.588124738082,3793.55307076149,120.666111974679,150.645730058307,158.721716429158,146.813522454616
117.951814832898,125.135695259696,3814.18852883665,120.705376029837,150.322126763336,158.36576323238,146.969386390863
118.567992144384,127.853003551296,3859.41212587769,120.709816000587,149.978216195355,158.198848032319,146.057419655494
105.677706384514,123.554444829508,4089.16425059124,120.750894510905,151.023814931909,157.561563679771,146.847686604823
104.195499048964,121.35427342857,3766.88808170103,120.811450438293,151.144458667875,158.265259003492,147.606560550056
112.748812903073,120.557499526606,3815.65058783516,121.064782174924,151.319939844151,157.955368376196,147.445656759158
121.852540656735,122.947820814548,3858.85878710289,120.545749429639,150.508783007416,156.041342165418,146.216996458445
123.388727884365,116.376332339783,3827.51857173491,120.679694341403,151.494790374506,158.500975381227,147.503390092674
107.362546573117,118.18659604727,3783.3789374052,120.610803894435,151.007847934955,157.416802389413,146.685525215505
117.329215499792,122.002024949054,4018.23344809112,120.756275220618,150.549143171842,157.654542783561,146.237684206379
113.987218689871,124.76029815497,3826.33269647797,120.584450499456,150.945044286457,158.140879316948,147.258095120671
110.179030138786,121.038174009677,4317.57850647145,120.859486513231,150.647678617468,157.763023022835,146.804281264212
122.026902715742,121.956876574462,3909.07184813697,120.957361434731,150.827745908339,157.99662107562,146.750315978321
