V1,V2,V3,V4
42.3351554426191,61.0703106650379,42.2237683138784,42.2314602587878
48.3992461095667,45.7105824865215,64.687486968551,41.1507210874844
41.3728083994332,49.9895305794116,39.9663680746057,40.5343273965268
41.7365660048816,49.8810962874412,80.6855207592994,41.7365660048816
41.7007000372938,60.4633755815846,38.946698378838,41.6388480997499
40.716911825491,43.8412335860425,60.2887014889902,40.716911825491
45.5793982178847,43.0489786796974,60.0389622024842,40.6919779816092
40.4086753521327,42.5794347747825,42.2629312293114,40.0611305423855
40.6022038343272,40.6649341500053,41.2157074921167,40.3407120726472
41.3874780857059,40.0270161540198,39.5238306356502,41.3302065173532
40.4907704133799,48.8632580538347,39.1823737781732,40.1365995761875
41.649832384657,41.3979371098066,41.6295702836629,41.4150394402977
41.5547795590815,40.3019310846816,64.4466241146543,40.8902451761207
42.3292234161077,40.8346064763209,59.6990242256201,40.823812435748
43.8925809863376,58.0104009930172,39.0897546825166,39.7369213833805
41.7777443376292,41.9612108256292,44.1945663811856,41.4881701829157
42.6153924740826,51.4558296141673,58.1714211456799,41.273514000114
40.9204279461751,43.4910671472847,41.7294280157973,40.9204279461751
41.9934077682378,41.5998387947752,42.2480806699475,41.9934077682378
40.9238174020819,59.2367696794223,60.5383047500313,40.5615021079215
41.6485168816272,42.8183673119205,40.5276261402275,41.6149835888626
41.3776875362008,38.1860961486119,57.0474075851142,40.3076005779204
42.0562567392341,43.5305551182108,40.0154917030127,41.58580102767
41.0799789822539,60.1790880320703,39.0400929637657,41.1126795118531
41.9826085600203,38.4812549258719,39.6906072110285,41.6824681310009
40.9465757587691,41.5332762419467,41.5077785003168,40.9465757587691
40.1034836321179,43.3344157981068,38.0746271803313,40.1476961353185
39.9882349789515,40.4450035168898,37.9781420541257,39.7836392771556
42.5227940366704,40.4571063277106,45.0049429302622,42.1514959284872
41.205179385578,63.2813872617533,40.6750824473447,40.8777036285738
41.4944726680936,39.376706990301,38.9188612064633,41.2410750800757
41.2237011639591,38.8002582914447,38.8002582914447,40.8302143861659
52.274721211184,46.8377019637964,38.6684932148647,39.7055142728149
41.1857638559673,38.1930046543727,69.6155796007744,40.7699285176454
40.1258735547877,39.2557104677881,38.7978905891047,40.1386260158525
41.7828952294708,40.9664213128766,39.6658426298476,41.6555076833231
53.6408748815005,63.6437365363734,58.838801887781,41.0668807383148
44.4643880615235,40.64543310452,40.3482381919453,42.2929061260529
43.6449860144126,40.0058595493006,44.1585589330129,42.2095333245683
40.8729863871581,41.4592130997854,59.8975901843142,40.9138011266025
39.4446464459895,41.0604669215231,43.262624531436,41.813695781105
41.8521687617284,43.891358371793,40.9853250747186,41.66147648347
42.1475019424528,42.0730591989954,39.1451676032804,40.4363190747182
39.1637507883828,36.9060828541121,38.2095659464365,38.8345009341567
42.3368686778365,41.5613782147554,39.3805182910319,40.0893396624788
42.3211845667847,39.5854890133498,41.5389793462274,42.0031926862897
40.9584261340617,39.5207709581561,39.5207709581561,40.8789555355045
40.5600163360423,37.9044393565017,58.248038948029,40.5600163360423
41.5471295405236,61.1993091400608,40.3742943550666,41.5471295405236
42.7868029264036,40.711671109135,42.7900043394082,42.7868029264036
48.8421144229452,39.3196810847074,44.8642503214961,41.3180595452241
43.0224275001801,41.1653951028907,63.2711566509668,41.064105543096
43.7996648923858,44.073628798697,76.2619437953722,41.375551452023
40.1451645122317,54.2062317884194,44.6132635347972,40.1451645122317
40.5559637648387,42.4563707739983,63.2503713758979,40.3861834090638
41.346895975732,41.3493679396825,63.8578491026271,41.6875995612839
43.417749998249,53.7573027898492,38.4103615844476,41.3735489632441
50.2735277664397,41.5234963601914,59.8283631293586,40.0848618785308
40.0576164424325,37.280339229288,40.3754935179542,40.0576164424325
40.8157902627384,42.3005756111307,73.1181022900336,40.5400801721605
48.443637942418,39.6631783207309,39.6631783207309,41.4509611711398
49.9307607696104,43.2107955243231,41.4041229690712,41.6994590400626
42.8886134524828,41.6485724186041,66.303673507959,42.7545292226639
42.0352870281493,60.2556613945289,62.3694330650456,41.772076314838
49.3499039320326,41.1871965356164,41.6655063693253,40.604171137261
41.4759307843559,40.004348099126,41.8824362390205,41.2696120066366
40.1100988519192,56.3426050673004,40.1007489897834,40.1100988519192
42.559774187957,42.3817317296854,41.5108829742668,42.559774187957
45.2739635334412,44.0593572323171,41.6126520570368,41.0507823752304
40.6741930369403,38.8344204629932,61.0433609823152,40.6741930369403
53.2557658926869,43.0336786173904,40.0824439646625,40.7085383872833
41.0653790914676,42.5524749572145,60.5079307158561,40.6652584166898
42.2175644191142,41.6943090110215,40.2566325497349,42.0501040948954
41.4885215444382,39.7357312706686,39.7357312706686,41.4461304420914
42.2669517801205,44.5492496249207,39.0632706751322,41.8142690278681
40.8732406961633,43.1437371187899,63.6980107902075,40.8732406961633
52.9678485735608,44.134618402137,45.1674407924359,40.6384927119274
39.8600564652846,58.0067243650576,42.2648263035656,39.8600564652846
41.5715947936,37.8757857294635,38.9495456627293,41.3603818595986
43.1827714436683,38.6541831557961,38.3583265206062,41.2743447660817
46.2309254209515,40.0390654580627,39.2309838689562,40.9494668902768
41.8958869022937,41.9981579299848,39.4937163893169,40.3808387681984
43.3329417242539,40.7767571484659,40.6497485982484,43.0987929412564
39.1238819929857,37.4877354351659,40.66787084951,39.1238819929857
45.9272069032264,37.2471445172371,49.6330472737084,40.814485828041
40.6387042505597,41.2530147405878,54.8590760025828,40.7897377181505
41.4937380293284,40.5516166532819,39.3448775133686,41.0403707300203
41.6134030541208,39.1765629441519,43.0145734228693,41.6134030541208
40.3249184265478,53.916343235246,59.7511530002984,40.4543575692249
41.5197980668755,39.621939893436,42.6715878800872,41.6618945482893
41.4807126481044,38.4948243347564,38.9023707364013,41.2181807607743
40.6617236972383,70.8443871585571,39.3746593507042,40.6617236972383
41.9665538677685,39.314713514175,40.0822860449064,41.7621341639313
40.2259088672527,38.6204340173698,59.7521069699244,40.2259088672527
38.5782881279655,41.3099800168998,40.9671706972488,40.7785019015497
39.6906885041074,39.1185605549079,41.4125494223361,39.7346395401892
40.9400348691183,41.7228218809487,39.2353839002157,41.0780730860538
42.7998399695326,44.8469803146907,61.2738024374907,41.8608032951298
42.7801493168633,48.7477208553831,39.4638071526213,41.1855014468749
43.8425506044866,40.7980900632493,41.0825638576031,41.3526290014026
41.8455623549581,42.0718487842552,59.3308595886873,41.8455623549581
41.676538845708,41.6807599896364,40.0540476327192,41.676538845708
40.474342403473,38.8064852719458,42.9050163206467,41.8602121500213
41.512378365721,40.5865384792872,60.3741366889613,40.9275870474497
40.0887199321913,37.1719387862289,38.82739177716,39.9316838687875
39.9610359507651,61.4148370657584,64.9066899975698,39.8397715700959
39.9757272501674,39.0504139253392,37.8001269800862,39.6202202737683
42.3681234620174,50.0801562889407,39.6768391756185,42.1615611081967
43.8697378087052,40.9546102345527,57.6206576833483,41.4997843673178
44.5160055811675,42.553004972757,39.4423713208279,40.7864099459557
41.3541127621679,41.6460633611461,39.4244885600245,41.2104005108055
39.3143394122408,42.8781258607639,38.4453864245579,39.2579528985877
38.8574353386528,42.2285613340843,39.1099228548195,40.3220755003386
39.2951209538273,42.7420688745116,62.6708153392902,42.1545726484107
40.4976492095582,41.0018262762839,38.5904444112426,40.1547569518784
49.345826732515,44.622434687975,68.8160498723188,42.1969540985569
41.9545057547671,58.6306224941665,55.9610503638337,41.7778139980976
41.9905270192125,43.3847900172822,61.7254563544201,41.9905270192125
41.1365980325203,40.5253377877991,39.0510493074033,40.484205581553
41.6729012033756,42.8923574926532,60.1291657610192,41.2445685215918
40.8113117592456,59.7976493634988,42.828219157561,40.6122076932818
41.4599203065384,44.5160458072439,41.1857384540598,41.4599203065384
41.6374595968415,62.3830242222639,39.2390651690643,40.8584419975044
44.1763130253429,47.320254822594,59.8669336286816,41.7080037840809
39.8016234748941,37.3516883888224,40.3847393520867,39.8016234748941
39.76284043688,36.2705248127524,59.9656727824337,39.1600282342974
40.2728986839097,56.3034354590086,38.6019130913279,40.2993197857103
40.1364432780856,118.875961265926,61.9895363708397,40.1596998428753
38.4171241180754,40.4677891626174,38.6659518180873,40.719336962954
43.5361406959711,43.5361406959711,41.0256402091739,42.3418363185634
41.3568686340403,41.1479788488044,40.0872216131907,41.2022686974218
40.4355222597923,40.465498002043,41.3922072724314,40.4355222597923
45.7856532166323,42.3677369192101,59.1094649892457,40.6641348267254
41.8921922923902,43.9361780312119,39.8248254262311,41.537703972276
38.917302330716,43.9489964052931,40.3212513485264,40.7703613893722
43.3340233449602,48.5706516528698,73.223275538546,43.3340233449602
42.1734918104518,62.0823447927883,39.2493862832479,41.75358306253
43.4845286936175,37.4374530955731,61.7909706269773,41.2971534150545
40.0833329760174,38.8264071069865,38.8264071069865,39.8565817112492
41.7797676040662,38.6377766912933,64.5987507084497,41.5770028078799
45.6055672346472,41.1528877360897,61.1904680376593,40.955986745801
40.9920965896456,39.5404054782944,60.7370580572942,40.5578539078907
41.2189445489363,42.2628695453719,44.7260100161744,41.5613605367624
41.6322291704968,44.239639389258,41.5123722512365,41.6322291704968
49.7822365053113,42.3548333455416,39.6433623671906,41.8244405129335
41.0946510297424,38.8116211911387,39.7222083927639,40.8260006476308
40.9451867772458,45.037968333871,42.4801556131634,40.9451867772458
40.1730957710917,41.4871913608028,42.6993949342472,40.1730957710918
41.938200677134,41.9627718661903,39.2232586017792,41.3737387089976
44.0668465652665,43.6851827567374,41.5904403549347,41.4853164266102
40.8346136408528,40.5836731692927,39.4949425474647,40.6757729510836
41.9343605530412,66.2994233202906,39.9036093837158,41.6564747970673
46.4327893869484,58.6417352876002,39.0500426577639,40.3811092506587
39.2084588797257,39.2512795668424,38.7175736496402,38.9934894530357
41.2859428127159,38.4222501890061,39.1573259831422,40.2545043103053
43.1513199743434,63.15455902434,38.885206328364,40.6097260116152
42.156017417664,43.9322310969577,41.8337599963708,41.908732831177
48.1788341269521,40.2459479695253,40.2624479228199,41.9712154356116
41.7404514413758,57.3120492245594,39.4217421557278,41.388743940998
42.0442736184902,50.0040730232306,41.6457947519023,42.0442736184902
40.7610445202575,44.8154495203523,39.4325254499284,40.637633480828
42.3026690653944,43.446959984828,41.9690760024719,42.3026690653944
42.0055197685399,42.1863376016609,38.7605956618766,40.0813019530354
39.7157545331155,36.8453197345417,41.7220310563065,38.7634689229167
44.6917620399794,61.6839627569261,40.8786312118917,41.5644501358048
47.5520870628101,36.5519430614724,37.375062724363,39.5466356977905
46.6816982794608,78.458603836193,40.4084402171919,41.1319561138875
42.5771436568704,44.6803394380553,42.3518986918278,42.2970437995252
43.1868267913052,63.6426868643801,46.1127693445892,41.2269083667438
41.7545796132215,41.0362484601607,39.6580921224496,41.4333062970639
42.0321089745225,41.9093213198107,42.0892078586342,42.0321089745225
42.7278331091282,38.9996037235076,60.1631006679692,42.3057994010581
49.3253887023145,44.1221465649144,42.4329151476062,41.5543768778711
42.4771259720095,43.4603677902711,59.8500882891151,42.2656994886613
40.2785332622241,41.5493060312462,80.0372234669017,40.2785332622241
41.7571386401556,80.200697073051,62.3171228084442,41.4279279969302
40.5964028455523,40.1350988279794,60.8324905405628,40.9870844110826
39.9471835329942,59.3224944534992,40.7388243801245,39.9471835329942
41.634003844757,43.7540902936951,66.6561475045786,41.6349080268073
40.9381355999097,38.6125673995212,61.6787652902134,40.9933610693307
44.7064256689433,38.4120416045437,42.6158371918685,41.8668603320629
42.4184457615871,62.0330069042109,61.8267413277103,42.2283889175599
42.828306638941,38.8069856760756,62.7073786333325,42.61619673266
41.7137485628057,44.2467205744121,57.587492537323,41.1367638826591
42.3388957651887,39.1154454254869,40.5812409798775,42.3558863592182
42.6040242368177,44.0065495960217,42.6283521003087,42.5605672126223
49.6891602866416,47.5535333171307,38.014301117347,40.6320098715386
42.5182071503492,43.2933561470198,41.71991486395,42.5182071503492
40.7142923740852,38.222787735941,95.7635541551769,40.6621144544758
40.709878392673,39.7564923641063,42.9715627670019,40.5189601304522
41.1212108126398,40.1426155629237,40.1426155629237,41.1212108126399
41.0673212925048,51.256678392384,40.9305088544032,41.0673212925048
40.1044680915493,70.6470603365973,60.0872557694302,40.1044680915493
38.3794301605024,41.434939885568,60.9807763926189,41.0051979348121
43.8407706859579,41.3425638733595,63.5746339152671,41.047265428114
41.2517426412707,41.7846067869991,60.094744591412,41.2517426412707
40.8278346590639,38.4127539541751,44.3362006952881,40.5333895995197
50.06544395198,43.2057953248465,39.1980726870123,41.0839704630955
43.6479937425723,38.0139856075707,40.7010578898731,41.6958681599199
41.4007025489539,42.3837577406741,40.1560621869099,40.819745461542
