V1,V2,V3,V4
36.3240177886829,35.4705159847734,35.4978283304741,36.3260090312102
37.2163264623947,37.0551098827636,36.4687730909267,37.3781159821396
35.886337811533,36.3449595254992,35.2281431529902,35.5776955129755
44.5043391442463,44.1442765315699,45.5251324033078,35.8260796599495
35.6048293574278,36.5423456978777,44.6850330789053,34.9581300240787
44.1542127685178,37.1025715414923,36.1879395008144,37.2982013119001
36.674723066858,35.1535317643144,36.1473950136803,36.674723066858
37.3917592663649,37.3917592663649,36.7842655431925,37.3582902303524
36.5185223901813,37.586944262955,36.208770037929,36.6527189506488
39.1822664198461,37.7611380929921,47.8441528089766,36.4580533121245
36.928257085551,35.5698949527754,54.8437730944953,37.0226628176065
40.0655920927013,48.7718160663821,35.8579664252063,36.1243729954981
36.0135195122842,45.6251965955292,46.842961574628,36.0790104382726
42.6173217772834,36.5150636244216,35.8016378343555,36.1614923985417
43.1030943415022,35.2285123404071,45.7597669508072,36.073341999567
36.5355950489161,36.5355950489161,49.0215846210453,36.5355950489161
37.1652722131468,36.8081576179094,47.9659917653443,37.1652722131468
37.2612885729318,47.6411781009133,56.9390967703667,37.1333266085464
35.8577187289932,35.7631360832454,35.8657734023984,35.8577187289933
37.6826998613076,38.1925043605424,36.8820711762353,37.6724834233479
45.1524373631792,36.1202015033408,35.5346898642857,36.0049288675856
39.0470847893924,33.9051108500983,34.2683292558218,35.0947531639516
36.9226625861323,34.9975401916078,35.6503011316071,36.4873571570543
35.5986808941653,35.4103184102236,34.8899277388404,35.756987533431
39.270085472705,48.6889317819285,35.7348157857082,36.3423304808567
35.9621406765648,35.4399754003504,35.1777486221707,35.9804262897178
39.1444792479903,35.3702444830989,35.0409119400062,36.1890205363949
40.2800519339595,34.6582371221469,34.6068081321748,35.4510667341338
36.024405465288,35.6989383514242,35.1450645018599,36.024405465288
35.6887233658852,34.4566358604336,44.4021963021931,35.6887233658852
37.5781144677518,37.5327823207173,36.566021826648,37.5781144677518
37.1879553560117,38.2127438942918,36.5060409924761,37.1879553560117
41.2906066530432,36.677700206642,36.1000682192998,36.7641052217188
44.0929282119859,35.8183006493417,35.8183006493417,36.8098383142655
36.4579090244411,36.1423108504037,48.1884367068216,36.5942171809583
37.9984214948985,35.3627530178784,35.8244730801066,36.8467694196142
41.0216318652163,37.8222712346582,36.1314973364575,37.1315881352967
38.7333628718401,45.7130477343469,35.6831715663,36.7435495596815
36.9755777988571,35.1111111596064,36.807592651983,37.0494988366266
41.2965227303088,49.1446816497869,47.4161345464701,36.0915143837234
39.6476515230041,34.9240043626971,35.9544222181707,35.8147195104567
35.3190089834188,40.9192812830072,35.2279644090666,35.2961675113629
36.1600676112317,44.7632455042817,44.0570764067288,35.726013010939
38.2836288347103,41.8575062274083,36.4768248396362,37.8882658140095
37.2805876413492,38.0586631728003,36.4957938807854,37.2805876413492
38.9296261276905,45.767752185873,50.0450280492475,37.5321057869824
45.3499963532007,36.6112048309351,35.8471238943026,36.2956622152142
36.9201345431564,43.9034401054457,36.0872473553829,36.9201345431564
37.4953049507764,37.9301296012635,36.577735159001,37.298258405611
36.547424250321,34.7838962343329,37.1172289885495,35.4431054981481
39.871771385552,45.1647622461921,35.8132072582443,36.5381825564496
43.6404709730855,48.2212708211642,62.3704563168294,36.5264263851768
36.977677537087,37.6785151968427,48.0610906312444,36.977677537087
37.9372987467375,46.6034471245097,37.3570762369366,38.2325326259134
42.4195335149138,45.9492478215555,45.5780100086862,35.6715201184368
42.4057445505506,35.0176905375191,46.6040322229559,35.3076096555031
35.3226905402976,34.8599028962729,34.5895591706865,35.2766554711299
36.9117406381338,46.5904614866265,34.9204903169516,35.7889606199394
38.8683444181263,34.792957463474,34.0659550250361,35.1750663719942
41.3575571288142,35.7648797648385,37.635338379146,36.8604412842099
43.7613690679984,47.4705478662018,36.2461022469112,36.9899337439386
37.4377351453689,36.5459247543084,34.8807142157693,36.7004810531647
36.5997563279646,37.4551874258988,46.6208199189727,36.6509203792352
41.2595295517401,35.8748379590961,36.4764766265846,37.4269199272614
37.1493977764809,36.7301743849466,45.8109096914906,37.2262248411061
35.8078838355755,35.7398503405643,35.3991535338945,36.1283588089199
36.7983418813362,46.4643999766401,35.6971739867658,36.5436646972862
35.9490049969077,34.7837323970059,35.4948877882661,35.9490049969077
35.2930069158136,44.7391891062052,44.0360354879532,35.2651788195832
36.578524651598,47.2174528939709,35.681686628559,36.5785246515981
37.0141829303162,41.5990167377892,36.1283376799691,36.841440192542
35.5961565607941,34.8980833354017,35.3904807228061,35.5961565607941
37.3605555258067,35.2099892140934,35.1296828455363,36.0237410981568
37.2726465840171,35.2568727719064,36.5830207885904,36.1628124887609
37.3840879410261,39.298637258633,36.2371384449016,37.3840879410261
41.1218891218363,41.8429149919316,45.1317414285484,35.8206286739777
37.3458912125316,35.4392560066232,34.9340211349278,36.0111145563207
36.2674034665494,36.8591081433727,42.0392694925287,36.2674034665494
40.6298644459725,35.2778832461311,49.1699619818067,36.3483534015404
46.7376129709382,37.740872780652,46.4629118853913,37.4379592803683
37.0113747814257,46.3161595516585,36.3645344227762,37.0113747814258
42.678139895864,37.9154230589,36.9466311005037,37.5536224535226
36.8057984779911,45.3270270194756,48.6846340868667,36.5057281001708
40.6649387872424,44.9290042584131,36.1361342608437,36.6063931627613
36.7413990701198,45.3095304231724,46.7215129776585,36.4575652728427
36.2630605375542,36.8082360788135,35.2348580063533,36.254480488561
44.9102491511392,36.6061146925768,46.4921831553677,37.0742083207349
37.1249294007584,37.7924790636054,37.0787433525667,37.1670554486447
35.6946311364053,35.8087948005019,46.2795212888283,35.6946311364053
37.0935480461419,50.0970068997371,36.1739913716471,37.0935480461419
45.9549554593571,37.3242852377602,35.6528209718754,36.7164584253981
37.0526965507856,45.3118301581743,47.4145959897323,37.0526965507857
36.5973287232013,35.2169521851315,51.6977140126456,36.5718026212519
35.1978639717451,46.5229037240721,35.3475675178088,35.1978639717451
