OUR,NO-GROUP,G-LASSO,TIGER,CLIME,POET
131.015079837474,377.783539377851,303.399039033337,303.797111692943,286.564684681756,334.082479957766
131.715116018672,384.19656999208,303.387984776717,305.379549739525,301.242655634703,335.094787709745
133.048714034375,381.181372539937,303.41860709521,304.64552677068,297.609525771035,335.371181583029
129.526494424838,408.794945578431,303.299501720015,302.239472217897,283.399294021844,334.676769573732
133.248494722169,398.433229473286,303.456055209019,305.422054375639,274.505460391964,334.123163388213
133.115620601958,389.842176409363,303.466197431258,301.40682599909,290.922520265157,334.657145299712
133.516557752743,395.91613549784,303.460020445033,303.017305743817,300.888982303686,333.953335273626
132.558832445221,385.759904506631,303.440225664218,303.686897579603,296.201945408628,334.247725195067
130.917239505077,386.381432312803,303.322867065779,299.622198989091,277.302888630733,334.787599416551
132.028976200837,372.518906218732,303.499947254919,306.443352255627,294.687699807783,334.151277597524
130.517058417113,394.509309807969,303.359306224485,299.23617418625,289.695039148582,335.041440673991
129.100392783382,386.290882525276,303.248127860387,309.713485408875,287.488568731313,334.303728954318
130.490622434446,385.376273320195,303.297065899799,299.142295013954,299.848252084168,334.851642424584
132.096146178032,395.427394986692,303.413715718272,306.267243540112,282.062116315453,334.605343342294
132.846757958003,373.407567061338,303.433740125007,302.201782998497,304.453059824485,335.595721988495
131.600506357698,384.235524352418,303.431534965722,300.040207273465,284.32717316906,334.964981133789
131.709623091683,378.067466917098,303.342982655768,301.781011128592,309.306154295822,335.892270520481
131.591276697988,392.618271940732,303.431538154495,304.108512711646,293.365263532091,334.621058911585
133.460352538481,377.8782187257,303.380407991457,304.94413828889,297.914589709334,334.788515224436
132.861873795197,371.927563937662,303.499575808928,303.863630508848,306.005145090852,334.746157789714
128.71385078563,385.414824473757,303.246466305166,304.152965316074,296.199183401588,333.992301736125
130.393542831867,377.240520483871,303.33251916717,305.653879342697,286.529164755648,335.189467250877
131.977160597465,367.091975813594,303.419664011235,307.480564962598,304.80485730349,334.591817257952
131.318151413942,393.32300998631,303.372316475228,301.128777860964,293.710031487498,334.074210796725
131.589966750867,374.683917643174,303.370734237356,306.312451004676,292.514584936618,334.864204505242
131.305193506112,386.309981221212,303.383177627837,299.697430524969,283.681890920257,334.906603315947
131.430454158023,378.319691338314,303.395958566303,300.852032323395,304.095194042823,335.110220119622
132.086462204653,372.496451482227,303.434471655948,305.043605458514,303.882856533117,334.829798899111
132.190575429363,402.892327961353,303.449513036869,302.341611032351,298.157844293506,334.103746630652
129.597237252932,389.269371141688,303.316996828468,301.144522791707,304.081682341915,334.608365739266
131.901470659026,378.471420885978,303.349743598447,303.870032298218,288.717788150039,335.041671153846
130.742274767109,387.234006956822,303.410838757057,302.880264557636,287.135096245232,334.834563087518
132.675511907369,373.872418361515,303.4112915835,304.009032192893,278.264715444167,335.170552910456
132.150536305783,376.072744195457,303.404041783356,304.784692380083,288.326088712279,334.699072871587
131.369262701185,377.084963815254,303.390989837277,306.003544863338,289.355097864705,334.591942339216
132.183660811267,386.648286576498,303.40541117889,302.450531251195,299.331294595593,335.232237652424
132.663778716773,375.47750368261,303.446322839334,308.79930574656,291.341987954605,334.367063980488
131.57205034906,371.494565315879,303.369645665005,303.481543330201,303.715565744135,335.425840996703
132.374038062175,361.498453528322,303.445857872146,301.739151326945,282.125414456106,335.352889806399
131.729811367594,389.966301332146,303.411568160135,302.190027695204,289.882964918789,334.676758574751
131.123092171645,405.42812724943,303.378508971645,304.926204536415,285.66234451125,333.896556972429
130.520465704203,390.98662829902,303.342994290115,307.606827204956,285.08031672454,333.128694301041
129.744818275537,367.831616458544,303.260792194961,304.523853703938,296.863312959322,334.784786121928
130.834067266746,402.269424987324,303.334985060643,304.819942194143,281.922868562232,334.554235007303
129.210316890047,395.393629799329,303.311198630084,304.260598913508,294.437331035108,335.331838898465
132.11615455153,418.152523224031,303.476210782243,301.864601967077,288.130132041162,332.942521038676
132.040980603376,377.84483895853,303.366038064328,304.497135107798,288.940566803232,334.386660131848
128.81307426512,395.753612655732,303.293131290489,301.838459853643,297.716212644316,334.036087340794
129.879662642572,366.875446927011,303.313108855685,304.211942867025,291.782610899542,334.9450315305
133.058369094066,372.709206175925,303.461929751457,302.749717618517,288.718136569424,335.464632147466
130.749121059088,388.439007338184,303.357064354385,301.854732041078,284.568519754348,333.590017089056
130.519000190054,388.307423617393,303.384374042854,303.706549893733,288.155911998814,334.254474874727
132.782445179536,372.467715455673,303.44140344804,303.863666762624,287.177792208299,334.851582090562
130.349374894709,393.878975653171,303.295286788198,304.332984073225,283.478873066076,334.142289774847
133.654965975225,370.082132055708,303.512629695021,305.923872396053,292.918561217132,335.082950469281
134.445982526327,382.285907872244,303.499753409706,305.104079770747,283.782465941078,334.499263819974
132.190251926925,390.538688042163,303.36841213075,303.999932552745,292.644654962911,334.840712208844
131.020538473482,405.372616352571,303.380460927025,307.130523691734,284.611653522611,334.300160918051
129.577669439444,381.775435355926,303.353334147388,303.68794285208,286.774903970334,334.969360049735
131.035638099748,370.863163594747,303.373840012823,303.818906110608,276.780909648762,335.302397150951
133.809513850597,388.404367035686,303.436018248705,307.276611325253,298.408249617062,333.890244904611
131.311073283822,381.765174051859,303.375864032562,303.961429103169,284.192145417852,334.927831580605
131.881880088857,363.214001383619,303.433413133437,305.988492213393,289.271914167207,335.310610942207
131.650524142347,388.808670974354,303.443205018769,304.365111416248,290.142700980645,334.419468192526
130.83909391996,379.13514049686,303.303093622039,303.781893563252,294.912082977779,334.791841150234
131.407003919227,387.040096328637,303.350738742073,303.133932174755,281.508025648527,335.147906780405
132.194378553556,395.664423601873,303.43322462781,299.823642252412,286.415350725913,335.503537577528
131.895323576783,372.94371216187,303.41022767268,305.123203602419,286.254997251513,335.194129441024
129.815128323062,358.646130322752,303.299851475552,304.18662256254,288.257589761226,335.576257037701
129.305213198344,400.872829047049,303.353589213847,301.266033912868,286.238156121469,334.061987170021
132.178449207315,380.18771020871,303.388785998989,308.964488268897,285.796154971403,335.127644014889
129.840651668934,375.991743569985,303.285038103581,305.065316808753,281.667547987807,335.511007308664
132.909227710562,383.058072924323,303.493735237283,298.672493444427,293.3709314555,335.976832364066
130.632986205215,393.721373054641,303.331739982381,301.721830357236,276.645921711737,334.296536045943
129.107242466374,391.711609282194,303.290608112234,303.387935804352,298.20227886969,334.223944013712
131.998927289771,393.605539071164,303.378906741036,305.285592337746,287.549683790114,335.031187652836
133.443488549597,365.774449457543,303.489191197481,303.411670304333,295.79007101869,334.590277519347
133.0070844366,380.647787946787,303.443201401288,304.824509624979,297.345134756454,334.478354868626
130.488136314816,392.362874090371,303.392216209852,305.752278764785,295.421733308975,334.586834625377
132.051176002667,395.577340445352,303.378470010548,301.111664166294,295.900412012116,333.434596426754
130.926700680562,385.181359362871,303.381791319133,306.609307337138,289.522146943439,334.885553962531
133.906998890218,363.730718452434,303.5176502507,308.499562985769,292.375290556903,335.546303973995
129.591090143727,391.409450568311,303.341015801227,303.651872284773,293.243006493565,333.786722674658
132.384624536938,383.503641504208,303.445603041344,303.571085261586,281.370648654852,334.833873164863
129.48917496829,377.790782399149,303.247402332869,303.967396363421,290.470691021332,335.785186376418
132.365716350627,392.267549719314,303.455105407968,301.346723049477,284.495615652299,334.439006228415
131.844689783741,374.571482025095,303.422372777622,305.535394938158,302.447396781595,335.275886891292
130.69772292808,383.235468471112,303.339278077349,305.825487884167,288.865714167974,334.819184629558
129.775568479422,381.637244582294,303.3264939223,302.790504242068,291.985796203275,334.570718766213
131.889507151936,373.471827541523,303.405764280355,302.572417378276,288.653432774642,335.028889023911
132.912712652116,377.657427749208,303.474290569574,306.334513423188,306.539408900215,334.593713845943
131.85364911884,384.725601394527,303.400158603099,301.563936977197,296.120949619205,334.632322691091
131.052883994131,385.211550789235,303.37391622015,298.550767609289,298.266560876598,335.806589786375
132.985300454895,381.735168235666,303.43297436505,299.412971273272,294.438889291331,334.916825704318
130.92426581917,372.946188018421,303.345681540874,303.505671030148,286.580571931996,335.028362977671
130.451290212924,402.987362358165,303.349041490434,302.850166166261,292.210526182878,334.226761987381
133.302539900156,398.382147510091,303.478303171422,304.400133819276,279.2078219921,334.128985446323
132.326717616527,371.283888574985,303.451278400603,308.841312057243,288.628983638858,334.570737937546
131.000581089708,381.315263603692,303.372186218245,304.264182849907,285.756346768341,335.444845034655
130.867374521758,359.940699928006,303.378018713671,305.266187651601,295.341819659458,334.586683398292
129.507328649171,393.404713687528,303.27748165952,305.268171474623,291.763942617189,334.273085315901
130.339392631166,402.9179516133,303.339556498761,300.414871146608,289.650893706493,334.283920705148
132.678611769131,386.079054566474,303.448852915116,300.128595044308,297.929365869352,335.039539309504
131.454112629224,383.301029056495,303.388573805344,303.717423332137,292.132604900238,334.776609826601
1.25142450781112,12.1236853027924,0.0616572452799718,2.32958626994406,7.75270555271239,0.576459530049734
