OUR,ORACLE,NO-GROUP,SAMPLE,G-LASSO,TIGER,CLIME,POET
33.7993485877658,32.85693532331,181.346477503889,1375.20885317494,108.709795860024,109.651845545182,112.387573636983,131.983029802082
32.3557536669815,32.1215434566322,183.84031877741,1294.93441039051,108.705207279093,110.451142083446,108.998506819305,131.663766080704
32.1514542735297,32.3091675356404,183.096695881349,1350.04010725954,108.830844122392,109.899791675948,106.298194652324,131.671875158895
30.6662839017054,30.3492150171985,182.070177861646,1392.39618257886,108.526743286617,109.55953783589,104.001617633724,131.471502865498
34.3762240007751,33.4140151497529,182.090849834737,1428.9296762976,108.872800105463,113.116587759673,112.346680214197,131.83059794172
32.4240268022005,32.0801434471534,172.562239367035,1568.13026373672,108.693782569301,110.619345308459,111.179271687036,131.607351273831
33.2961420834785,32.6451677998192,177.029173037069,1546.96256487911,108.754485601758,111.240536997822,107.562586465654,131.4414559801
31.3789352792561,30.4769570369075,178.222677543079,1465.0855105856,108.580541119875,109.438000765044,109.320107867872,132.143146059825
33.0916793827934,32.0785988168353,179.425943169304,1659.99978610316,108.704970828188,108.631115151155,109.86494770632,131.272996672369
31.6216221881691,31.4746633565271,165.042906565662,1243.09878430423,108.643859820593,112.712256582617,116.144275417984,131.901723424393
31.2170023613534,31.254064693954,176.979143257113,1481.58745829478,108.560208761764,108.45026458845,114.61334233959,131.402810736852
30.3565842248049,30.4314104652227,173.776311850844,1231.03002800594,108.562168734421,111.15851561261,110.697698316338,131.679722328191
32.9769572727465,32.1459395829477,177.408034545122,1445.88852771168,108.729112956442,110.540170455166,109.747627938622,131.397899387669
31.7497160917792,30.9358817091596,169.445730361076,1420.104004449,108.565005777037,110.9967659869,107.400313872848,131.806456855224
31.128760185594,30.9702198690886,176.654487194836,1392.89772680409,108.567049272886,111.289556676021,103.705328697511,132.13064488092
30.2360389100783,30.16560000677,194.161029447234,1580.98927908116,108.491005488597,108.030761015517,107.047305734017,131.847603525121
32.1107295252476,32.0328851181763,167.96605098172,1272.62212874863,108.645470447763,112.042355510637,112.639232309836,131.38620153343
32.6025793941486,32.0009999692524,180.935890695183,1332.92928902932,108.678119082125,108.551639949684,111.272945698953,131.575360646661
31.6466933514992,31.658904157467,188.231946781419,1338.59423663749,108.565314951069,108.629088723775,104.526023188473,131.441860083381
32.9114408157599,32.9250321309591,174.72096142717,1288.28848414105,108.779870774056,110.423381734934,109.59087578552,131.636484995667
34.1299075860222,34.2576571464259,170.730629391363,1229.09061818471,108.932556037772,109.255048315287,108.134966914931,131.726968049389
31.2616755545193,30.8777423676859,183.710498310001,1378.93348406021,108.62232439544,111.303615678372,110.612473816829,131.77058577776
31.9325830597501,31.7673157084863,176.894896739327,1382.41271692054,108.64725492097,111.324711130152,106.262319623971,131.42066780894
31.8927948738972,31.8772767438058,172.566160159768,1410.50688288519,108.702504837284,110.034293460142,107.453696169932,131.568097297828
31.7009315158184,31.8645216325155,180.673530294849,1586.12051174456,108.678341967325,109.052218174946,117.964214109456,131.551334125965
31.5138356751244,31.485873930976,182.101141674545,1507.97173319818,108.549244719944,109.404907143733,109.58340497056,131.465040119016
30.9417746336896,31.0847208398044,172.053422902425,1237.26491752705,108.610128720409,109.041800697973,107.585973145311,131.875721246471
32.6890967431651,32.0298855560892,185.989106598001,1392.9231007103,108.657556284308,108.722267625875,104.273215902705,131.375367395796
31.7156214977426,31.7156214977426,168.541673822656,1349.39260485485,108.67208039773,111.446627106558,112.965629700811,132.423348722381
32.0811359596684,32.4464054486868,176.649772591482,1372.89020840163,108.655482787346,110.353271279885,107.882340760437,132.007145841958
31.0941017712742,30.8895916927492,177.730905178636,1299.57161003079,108.59348091411,111.153906678073,106.736795059157,131.616066729552
32.0527332170906,32.1104701803343,182.803038404502,1233.12099328874,108.635286003341,109.563831629729,113.812013478946,131.498997661007
31.0340171521989,31.1771376439203,181.595294685358,1357.69767445951,108.597163238437,111.998772250307,108.665701998731,131.423448318518
30.1819632233469,30.0963134750741,183.666788089904,1523.88900959642,108.495799250869,110.728268140934,109.155541043791,131.164967910613
33.034459321672,31.9885264176386,178.91704594219,1354.16626352745,108.694848175636,114.773056602236,114.275253166309,132.113124568795
31.3426188126003,30.7333944054864,179.729644332349,1627.53744723898,108.622960962351,110.55122924563,111.862123552975,131.408618333403
31.9090909388577,31.7594816762931,175.9223124592,1504.24305396968,108.693837038195,109.905207212464,109.461829691708,131.862616298329
30.051983979908,30.0289656162043,190.52443800988,1574.4687350283,108.45974818146,109.270200995754,105.747608711715,130.522507727826
31.0258073662223,31.4370639537072,182.172314597169,1478.59903744276,108.656920169859,110.119623381021,111.057491500247,131.549325007234
31.3864111293102,31.9349203099256,183.251228769951,1319.12404011042,108.649510214524,109.541090186964,114.846290334028,131.786639531967
30.2223971253207,29.8369852721535,183.886584500231,1241.05068549795,108.501901219391,109.338491829198,119.529198468022,131.703652446634
33.0086075601204,33.1265744249238,176.316735697226,1497.83511050202,108.865390625434,109.302569156364,110.318784239072,131.794945843549
31.8853494803445,31.8437870964477,188.726279244644,1593.18427048379,108.698389839473,109.713852558083,107.383632487462,131.771266496268
31.2445263046273,30.81026490554,179.014320455271,1278.35112758354,108.597838546218,109.852568543323,112.409805801758,131.503864483291
30.7169204761749,30.6003195670724,169.186673152621,1317.40637820011,108.555313158,110.851964299842,108.552822321398,131.407251010485
32.5581723262767,32.2189093348242,174.227408566268,1451.1465839893,108.714489466906,110.543687150145,107.070500809398,131.299256323079
31.7848292496114,31.7621247850713,175.036663916621,1232.81938507444,108.675437958095,110.823913748655,101.825372129818,131.465664048881
31.4773167229385,31.3382738555393,173.970173960591,1407.05167775148,108.647320960386,111.536768718969,112.553620311933,131.180288819187
32.5366564735271,31.9256676839371,174.121053101626,1333.19280186181,108.681363735431,110.886412876222,107.112903525319,132.133545304754
31.3955215750841,31.1657623379207,191.8584169414,1315.03955526528,108.57332405206,110.785129041053,108.404509722149,131.611291001865
30.0326678488055,30.0122134821135,178.254608748774,1722.31774120854,108.472674904899,110.379913917267,111.265516881767,131.800841408499
32.2825680431836,31.4410553691823,180.99368641639,1390.10222318239,108.636569496958,111.377961407466,120.598729772388,130.981141411927
31.5928090081451,30.9769637006246,189.793275842515,1508.13363553519,108.544435637685,109.815328078592,103.59916576569,131.97749018724
30.9802245544719,31.3263729937804,180.610330533648,1449.60405631863,108.617495237097,108.889729750827,109.34751589551,131.597433413934
32.2893228702334,32.4864503300196,178.3777169188,1347.00628470775,108.70064529404,112.133139898067,106.919515618562,131.482219585096
31.3502616806444,31.5103705378249,179.40656562012,1358.07741916208,108.680560198215,110.052548949127,107.583300341613,131.223225862587
30.2881415369845,30.5555747999294,178.928411295958,1445.60947593359,108.468767229644,112.28389667109,112.906893830386,131.655975740342
31.3574534897727,31.4463701263983,187.96204180655,1336.72047538336,108.617046638092,109.569794861939,107.304583022764,131.328090854056
31.3998245941293,31.4956926057751,182.140346362889,1602.05431934226,108.575832645499,109.337701893402,107.273137457137,131.874294333385
31.5395849473416,31.5395849473416,176.635644577601,1370.9667336408,108.611844464465,107.946312921237,110.504214403973,132.27011352713
31.3396660794003,30.6705458130834,188.300165447238,1443.671114822,108.522092752483,111.414708690795,117.926160937687,131.676646396961
32.3119654439666,32.356352835223,178.18306483538,1513.32328480833,108.735887059695,110.776708541058,106.162743335025,131.431097741899
